AriaId,Mode,Key,KeySignatureType,NumberOfParts,FamilyInstrumentation,Instrumentation,Tempo,TempoNumeric,TempoGrouped1,TempoGrouped2,TimeSignature,TimeSignatureGrouped,PartVoice_SyllabicRatio,Score_Density,Score_SoundingDensity,Score_MeasuresMean,Score_SoundingMeasuresMean,Label_Sentiment,Label_BasicPassion,Label_Passions,Label_Time,PartVoice_HighestNoteIndex,PartVoice_LowestNoteIndex,PartVoice_Density,PartVoice_SoundingDensity,PartVoice_IntervallicMean,PartVoice_IntervallicStd,PartVoice_IntervallicSkewness,PartVoice_IntervallicKurtosis,PartVoice_AbsoluteIntervallicMean,PartVoice_AbsoluteIntervallicStd,PartVoice_AbsoluteIntervallicSkewness,PartVoice_AbsoluteIntervallicKurtosis,PartVoice_IntervalsDiminishedAll,PartVoice_IntervalsMinorAll,PartVoice_IntervalsPerfectAll,PartVoice_IntervalsMajorAll,PartVoice_IntervalsAugmentedAll,PartVoice_LeapsAll,PartVoice_StepwiseMotionAll,PartVoice_RepeatedNotes,PartVnI_HighestNoteIndex,PartVnI_LowestNoteIndex,PartVnI_Density,PartVnI_SoundingDensity,PartVnI_IntervallicMean,PartVnI_IntervallicStd,PartVnI_IntervallicSkewness,PartVnI_IntervallicKurtosis,PartVnI_AbsoluteIntervallicMean,PartVnI_AbsoluteIntervallicStd,PartVnI_AbsoluteIntervallicSkewness,PartVnI_AbsoluteIntervallicKurtosis,PartVnI_IntervalsDiminishedAll,PartVnI_IntervalsMinorAll,PartVnI_IntervalsPerfectAll,PartVnI_IntervalsMajorAll,PartVnI_IntervalsAugmentedAll,PartVnI_LeapsAll,PartVnI_StepwiseMotionAll,PartVnI_RepeatedNotes,PartBs_HighestNoteIndex,PartBs_LowestNoteIndex,PartBs_Density,PartBs_SoundingDensity,PartBs_IntervallicMean,PartBs_IntervallicStd,PartBs_IntervallicSkewness,PartBs_IntervallicKurtosis,PartBs_AbsoluteIntervallicMean,PartBs_AbsoluteIntervallicStd,PartBs_AbsoluteIntervallicSkewness,PartBs_AbsoluteIntervallicKurtosis,PartBs_IntervalsDiminishedAll,PartBs_IntervalsMinorAll,PartBs_IntervalsPerfectAll,PartBs_IntervalsMajorAll,PartBs_IntervalsAugmentedAll,PartBs_LeapsAll,PartBs_StepwiseMotionAll,PartBs_RepeatedNotes
0001,major,A,s,7,"ww,str","ob,vn,va,bs",Andante e spiccato,76.0,Andante,Moderate,4/4,simple duple,1.6616541353383458,1.2106382978723405,1.546195652173913,47.0,36.8,Positive,wonder,"pride,boldness",Present,78.0,64.0,1.175531914893617,1.625,-0.0318181818181818,3.376508472447255,-0.0538167862965173,2.053951006352756,2.477272727272727,2.2884326590199766,1.9403301186171404,4.094684948545844,0.0,0.35,0.2136363636363636,0.4318181818181818,0.0045454545454545,0.2636363636363636,0.6409090909090909,0.0954545454545454,85,61,1.430851063829787,1.868055555555556,-0.0335820895522388,4.92288767652006,0.4712342637964115,2.312847120055392,2.988805970149253,3.9076255124732735,1.6324183778314467,1.4795758730257047,0.0,0.3022388059701492,0.3843283582089552,0.3134328358208955,0.0,0.3022388059701492,0.417910447761194,0.2798507462686567,64,40,1.430851063829787,1.4619565217391304,0.0,6.111939564773665,0.1168511395140059,0.7542428441077345,4.544776119402985,4.077187235697325,1.2560042264026705,1.308988933701512,0.0074626865671641,0.1716417910447761,0.4328358208955223,0.3805970149253731,0.0074626865671641,0.5,0.4328358208955223,0.0671641791044776
0002,minor,c,b,7,"br,str","hn,vn,va,bs",Andantino sostenuto,96.0,Andantino,Moderate,2/2,simple duple,1.3495145631067962,2.514102564102564,2.7160664819944595,156.0,144.4,Negative,hatred,"anger,pity",Future,82.0,63.0,1.3365384615384617,1.7820512820512822,0.0117924528301886,3.305894526975869,0.5815589219107371,3.555113581860676,2.1580188679245285,2.502203632039492,2.0347077315836057,4.941723129821357,0.0070754716981132,0.3066037735849056,0.3443396226415094,0.3396226415094339,0.0023584905660377,0.2476415094339622,0.4929245283018867,0.2594339622641509,87,55,3.467948717948718,3.5592105263157894,0.0045703839122486,3.687839757242235,0.6150457902317419,5.101180665221628,2.286106032906764,2.892943241103949,2.232583393067081,7.200101345080487,0.016453382084095,0.2815356489945155,0.4250457038391225,0.2714808043875685,0.0054844606946983,0.3153564899451554,0.346435100548446,0.3382084095063985,60,41,1.5544871794871795,1.6059602649006623,0.0,3.255191744264148,-0.5252705602416075,5.585306119083189,1.5495867768595042,2.86183204339949,2.241498746242314,4.662066775114239,0.0,0.0971074380165289,0.768595041322314,0.134297520661157,0.0,0.1983471074380165,0.1652892561983471,0.6363636363636364
0003,minor,f,b,5,str,"vn,va,bs",Andante amoroso,480.0,Andante,Moderate,4/4,simple duple,1.212435233160622,1.4609756097560975,1.5358974358974358,41.0,39.0,Negative,hatred,"anger,pity",Future,77.0,64.0,1.4268292682926829,1.6714285714285717,0.0,3.1458785297811374,0.4944903608715793,2.880584625283785,2.103004291845493,2.335564519550145,1.9321672594436288,3.8335520130878376,0.0128755364806866,0.3648068669527897,0.296137339055794,0.3133047210300429,0.0128755364806866,0.2145922746781116,0.5836909871244635,0.2017167381974249,85,64,1.554878048780488,1.59375,0.0,3.6540085736252017,0.5294295588132801,4.799310552977316,2.2913385826771653,2.84267378510884,2.3279856524588083,6.4325817404157775,0.0118110236220472,0.3425196850393701,0.3464566929133858,0.2952755905511811,0.0039370078740157,0.2480314960629921,0.5118110236220472,0.2401574803149606,61,41,1.4085365853658536,1.44375,0.0,4.331261401429256,0.1825858876423187,2.727836990106425,2.6,3.4598129540274134,1.6746794086423638,2.298311358481839,0.0217391304347826,0.208695652173913,0.5608695652173913,0.2043478260869565,0.0043478260869565,0.3304347826086956,0.2826086956521739,0.3869565217391304
0005,major,Bb,b,5,str,"vn,va,bs",ND,,ND,nd,2/2,simple duple,1.7530120481927711,2.025274725274725,2.258578431372549,91.0,81.6,Positive,love,"love,sadness,generosity",Future,82.0,65.0,1.598901098901099,2.4661016949152543,0.0,3.367501646631719,1.1297658905131227,2.76421792926016,2.295302013422819,2.460470940399037,1.964314430345674,3.881824885698656,0.0067114093959731,0.3355704697986577,0.2516778523489933,0.4060402684563758,0.0,0.2315436241610738,0.5906040268456376,0.1778523489932885,86,58,2.60989010989011,2.698863636363636,-0.0145228215767634,4.586180620345243,0.8166120620277185,4.948352017534381,2.9564315352697097,3.503513253721678,2.444917876204338,7.256286161586837,0.0041493775933609,0.2572614107883817,0.3132780082987552,0.425311203319502,0.0,0.2883817427385892,0.5601659751037344,0.1514522821576763,62,36,1.7362637362637363,1.7555555555555555,0.0,4.510426703160798,-0.0759207604910873,1.4543429112742317,2.984126984126984,3.3779543025991163,1.3454153245500122,1.087065683723479,0.0095238095238095,0.2063492063492063,0.4952380952380952,0.2888888888888888,0.0,0.3682539682539683,0.3492063492063492,0.2825396825396825
0006,major,A,s,7,"ww,str","ob,vn,va,bs",Spiritoso,90.0,Spiritoso,Fast,4/4,simple duple,1.6853146853146854,1.395,1.701219512195122,50.0,41.0,Positive,wonder,"pride,boldness",Present,78.0,64.0,1.205,1.6283783783783785,-0.0291666666666666,3.2476549849046914,-0.1082579584429571,2.142969953099401,2.3875,2.1963858674333814,1.9369142571591904,4.638783830913577,0.0,0.3125,0.2375,0.4458333333333333,0.0041666666666666,0.275,0.5916666666666667,0.1333333333333333,86,61,1.735,2.16875,-0.0260115606936416,4.382695185581703,0.4106094521468803,2.9959989285194943,2.6445086705202314,3.492133838128611,1.8390889825852812,2.49111149400035,0.0,0.2774566473988439,0.3901734104046243,0.3323699421965317,0.0,0.2803468208092485,0.4190751445086705,0.3005780346820809,64,40,1.515,1.5459183673469388,0.0,5.962228841421226,0.309843884552007,0.7484823478033014,4.516556291390729,3.883441814600231,1.3233317217773717,1.6757130267961262,0.0,0.2119205298013245,0.3874172185430463,0.390728476821192,0.009933774834437,0.5331125827814569,0.423841059602649,0.043046357615894
0007,minor,f,b,5,str,"vn,va,bs",Andante amoroso,76.0,Andante,Moderate,2/4,simple duple,1.1794871794871795,1.4606741573033708,1.625,89.0,80.0,Negative,hatred,"anger,pity",Future,77.0,64.0,1.2921348314606742,1.7692307692307692,0.0,3.1217966037344134,0.7420389023452051,2.816924041639088,2.11353711790393,2.293247175810281,1.9226771500591069,4.025774279689454,0.0131004366812227,0.3318777292576419,0.3187772925764192,0.3231441048034934,0.0131004366812227,0.2270742358078602,0.5633187772925764,0.2096069868995633,84,64,1.651685393258427,1.75,0.0,3.769015713957,1.576966962769909,11.309228506680032,2.1296928327645053,3.1071458031948658,3.635568020561273,14.944758292275182,0.0068259385665529,0.409556313993174,0.2798634812286689,0.2866894197952218,0.0170648464163822,0.2116040955631399,0.5733788395904437,0.2150170648464164,65,41,1.4325842696629214,1.5,-0.0472440944881889,5.248539443312631,0.3210818416009704,1.5916507581403945,3.3464566929133857,4.038114757477773,1.3717591277801018,0.9039630701284276,0.0157480314960629,0.2440944881889764,0.5196850393700787,0.2165354330708661,0.0039370078740157,0.3818897637795275,0.3188976377952756,0.2992125984251969
0008,major,C,n,5,str,"vn,va,bs",Allegro,120.0,Allegro,Fast,4/4,simple duple,1.862244897959184,1.4977611940298508,1.6809045226130652,134.0,119.4,Positive,wonder,"pride,boldness",Present,81.0,59.0,0.6809701492537313,1.169871794871795,-0.018970189701897,4.710322616764189,1.6238095264155494,4.668859773994741,3.016260162601626,3.614547313282478,2.4190080833480887,6.278886758853529,0.016260162601626,0.2737127371273712,0.2384823848238482,0.4688346883468834,0.002710027100271,0.2574525745257452,0.6151761517615176,0.1273712737127371,84,55,1.6585820895522387,1.683712121212121,-0.0134228187919463,4.663820258351632,0.8584864138063809,3.712769377703043,3.0156599552572705,3.556263619327558,2.0612097247430965,4.99400161774994,0.0078299776286353,0.2483221476510067,0.3031319910514541,0.4328859060402684,0.0078299776286353,0.3008948545861297,0.4787472035794183,0.2203579418344519,62,36,1.7761194029850746,1.859375,-0.0126182965299684,3.580627492852356,0.4127933227732301,6.233046760932391,1.5057833859095688,3.248273742576687,2.3977286420829147,4.838549071234967,0.0,0.1009463722397476,0.8180862250262881,0.0788643533123028,0.0021030494216614,0.1692954784437434,0.1177707676130389,0.7129337539432177
0009,major,Eb,b,5,str,"vn,va,bs",ND,,ND,nd,4/4,simple duple,2.111111111111111,0.8781914893617021,0.9466743119266054,94.0,87.2,Negative,sadness,"sadness,love",Future,80.0,58.0,0.7579787234042553,1.0178571428571428,0.0,3.63318042491699,0.8197986184753913,3.218290897298573,2.453608247422681,2.675639602129455,2.045584957810266,4.848935834174101,0.0309278350515463,0.2474226804123711,0.2886597938144329,0.4261168384879725,0.0068728522336769,0.2302405498281786,0.5738831615120275,0.1958762886597938,84,55,0.9388297872340424,0.9592391304347826,0.0,4.289775508467019,0.6001867692102593,4.592519613613471,2.6991869918699187,3.331180817903684,2.2822757013836665,6.089446873866075,0.016260162601626,0.2330623306233062,0.3712737127371274,0.3658536585365853,0.013550135501355,0.2574525745257452,0.5121951219512195,0.2303523035230352,60,39,0.8563829787234043,0.8655913978494624,-0.0371517027863777,3.274005552668225,-0.2275381189326911,5.358144730028672,1.6594427244582044,2.8210272454436542,2.222124212973697,4.743859335653417,0.0,0.1486068111455108,0.6780185758513931,0.1640866873065015,0.0092879256965944,0.2074303405572755,0.2383900928792569,0.5541795665634675
0010,major,F,b,9,"ww,br,str","ob,hn,vn,va,bs",Allegro,120.0,Allegro,Fast,4/4,simple duple,1.5694444444444444,1.7252380952380952,1.8752587991718428,105.0,96.6,Positive,wonder,"pride,boldness",Present,79.0,60.0,0.8071428571428572,1.2282608695652173,0.0147058823529411,3.962555740407383,0.6306415689105503,1.9509562735300072,2.791176470588235,2.808632672830351,1.697582173535075,2.9711598792632907,0.0,0.3058823529411765,0.2911764705882353,0.4,0.0029411764705882,0.3382352941176471,0.4970588235294118,0.1647058823529411,86,55,2.1214285714285714,2.1838235294117645,-0.0089786756453423,4.446426183988341,-0.1718271182581839,4.402581937309208,2.9494949494949494,3.3258820360426333,2.18300608382932,7.560610875082409,0.0011223344556677,0.2760942760942761,0.3367003367003367,0.3849607182940516,0.0011223344556677,0.3580246913580246,0.4208754208754209,0.2210998877665544,62,41,1.7833333333333334,1.7833333333333334,-0.0160427807486631,4.542202446070155,0.2375431986525144,2.1752209682023915,2.802139037433155,3.573425000611241,1.5215238508289186,1.652274105631454,0.0013368983957219,0.1270053475935829,0.6189839572192514,0.25,0.0026737967914438,0.4117647058823529,0.1737967914438502,0.4144385026737968
0011,major,G,s,11,"ww,br,str","fl,ob,hn,vn,va,bs",Allegretto affettuoso,72.0,Allegretto,Fast,3/8,simple triple,2.761363636363636,0.9585585585585586,1.037037037037037,148.0,136.8,Negative,sadness,"sadness,love",Future,83.0,64.0,1.0945945945945943,1.3388429752066116,0.0020366598778004,2.916175144980893,1.0917864445045409,2.247747494429449,2.1323828920570267,1.9868933354772376,1.918369151391627,4.8650495625540255,0.0162932790224032,0.3808553971486761,0.2057026476578411,0.395112016293279,0.0020366598778004,0.2566191446028513,0.5845213849287169,0.1588594704684317,86,62,1.1756756756756757,1.288888888888889,-0.0304182509505703,3.786571085644333,1.1659825869811962,5.923873771892099,2.555133079847909,2.7924732648025428,2.8595880538296874,10.83219672495675,0.0095057034220532,0.3745247148288973,0.2072243346007604,0.4049429657794677,0.0038022813688212,0.2984790874524715,0.5722433460076045,0.1292775665399239,62,38,0.759009009009009,0.759009009009009,0.0,7.278683156083034,0.2076120925928248,-0.0197392617206824,5.396449704142012,4.875566082828395,0.7639849825889521,-0.4659799929056358,0.0029585798816568,0.1153846153846153,0.6952662721893491,0.1775147928994082,0.0088757396449704,0.6005917159763313,0.2248520710059171,0.1745562130177514
