,Act,ActAndScene,Additions_-1,Additions_64,Additions_nan,AriaId,AriaLabel,AriaName,AriaOpera,Character,Chord_IV_Count,Chord_IV_Per,Chord_I_Count,Chord_I_Per,Chord_V7_Count,Chord_V7_Per,Chord_V_Count,Chord_V_Per,Chord_ii7_Count,Chord_ii7_Per,Chord_ii_Count,Chord_ii_Per,Chord_types_7th,Chord_types_dim,Chord_types_mayor triad,Chord_types_minor triad,Chord_vi_Count,Chord_vi_Per,Chord_viio_Count,Chord_viio_Per,Chords_Grouping_1D_Count,Chords_Grouping_1D_Per,Chords_Grouping_1SD_Count,Chords_Grouping_1SD_Per,Chords_Grouping_1T_Count,Chords_Grouping_1T_Per,Chords_Grouping_1sd_Count,Chords_Grouping_1sd_Per,Chords_Grouping_2D_Count,Chords_Grouping_2D_Per,Chords_Grouping_2SD_Count,Chords_Grouping_2SD_Per,Chords_Grouping_2T_Count,Chords_Grouping_2T_Per,City,Clef1,Clef2,Clef3,Decade,EndOfThemeA,FamilyInstrumentation,FamilyScoring,FamilyStr_NumberOfFilteredParts,FamilyStr_NumberOfParts,FamilyVoice_NumberOfFilteredParts,FamilyVoice_NumberOfParts,FamilyWw_NumberOfFilteredParts,FamilyWw_NumberOfParts,FileName,Form,Gender,Harmonic_rhythm,Harmonic_rhythm_beats,Instrumentation,Key_I_PercentageMeasures,Key_Modulatory_I,Key_Modulatory_V,Key_V_PercentageMeasures,Label_BasicPassion,Label_Passions,Label_Sentiment,Label_Time,NumberOfParts,Numerals_IV_Count,Numerals_IV_Per,Numerals_I_Count,Numerals_I_Per,Numerals_V_Count,Numerals_V_Per,Numerals_ii_Count,Numerals_ii_Per,Numerals_vi_Count,Numerals_vi_Per,Numerals_vii_Count,Numerals_vii_Per,RoleType,Scene,Scoring,SoundScoring,Territory,TotalNumberKeyAreas,TotalNumberMeasures,Voices,Year
0,1,105,0.0225563909774436,0.0300751879699248,0.9473684210526316,6,Did03M,Son_regina,Did,Didone,8,0.0601503759398496,42,0.3157894736842105,9,0.0676691729323308,30,0.225563909774436,8,0.0601503759398496,15,0.112781954887218,0.1278195488721804,0.112781954887218,0.6015037593984962,0.1578947368421052,6,0.0451127819548872,15,0.112781954887218,54,0.4060150375939849,8,0.0601503759398496,42,0.3157894736842105,29,0.2180451127819548,54,0.4060150375939849,37,0.2781954887218045,42,0.3157894736842105,Naples,C-1,,,1730s,"35,5","ww,str","ww,voice,str",1,4,0,1,1,2,Did03M-Son_regina-1730-Sarro[1.05][0006].xml,Al segno,Female,3.7142857142857135,0.9285714285714286,"ob,vn,va,bs",0.8276785714285714,0.6666666666666666,0.3333333333333333,0.1723214285714285,wonder,"pride,boldness",Positive,Present,7,8,0.06,42,0.316,39,0.293,23,0.173,6,0.045,15,0.113,Female lover 1,5,"obI,obII,sop,vnI,vnII,va,bs","ob,sop,vn,va,bs",Italy,3,35,sop,1730
