Act,ActAndScene,AriaId,AriaLabel,AriaName,AriaOpera,Character,City,Clef1,Clef2,Clef3,Composer,Decade,EndOfThemeA,FamilyBr_Notes,FamilyBr_NotesMean,FamilyBr_NumberOfFilteredParts,FamilyBr_NumberOfParts,FamilyBr_SoundingMeasures,FamilyBr_SoundingMeasuresMean,FamilyInstrumentation,FamilyScoring,FamilyStr_Notes,FamilyStr_NotesMean,FamilyStr_NumberOfFilteredParts,FamilyStr_NumberOfParts,FamilyStr_SoundingMeasures,FamilyStr_SoundingMeasuresMean,FamilyVoice_Notes,FamilyVoice_NotesMean,FamilyVoice_NumberOfFilteredParts,FamilyVoice_NumberOfParts,FamilyVoice_SoundingMeasures,FamilyVoice_SoundingMeasuresMean,FamilyWw_Notes,FamilyWw_NotesMean,FamilyWw_NumberOfFilteredParts,FamilyWw_NumberOfParts,FamilyWw_SoundingMeasures,FamilyWw_SoundingMeasuresMean,FileName,Form,Gender,Instrumentation,Label_BasicPassion,Label_Passions,Label_Sentiment,Label_Time,Librettist,Measures,PartAlt_DynAbruptness,PartAlt_DynGrad,PartAlt_DynMean,PartAlt_DynMean_weighted,PartAlt_Notes,PartAlt_SoundingMeasures,PartBar_DynAbruptness,PartBar_DynGrad,PartBar_DynMean,PartBar_DynMean_weighted,PartBar_Notes,PartBar_SoundingMeasures,PartBass_DynAbruptness,PartBass_DynGrad,PartBass_DynMean,PartBass_DynMean_weighted,PartBass_Notes,PartBass_SoundingMeasures,PartBnII_DynAbruptness,PartBnII_DynGrad,PartBnII_DynMean,PartBnII_DynMean_weighted,PartBnII_Notes,PartBnII_SoundingMeasures,PartBnI_DynAbruptness,PartBnI_DynGrad,PartBnI_DynMean,PartBnI_DynMean_weighted,PartBnI_Notes,PartBnI_SoundingMeasures,PartBn_DynAbruptness,PartBn_DynGrad,PartBn_DynMean,PartBn_DynMean_weighted,PartBn_Notes,PartBn_SoundingMeasures,PartBs_DynAbruptness,PartBs_DynGrad,PartBs_DynMean,PartBs_DynMean_weighted,PartBs_Notes,PartBs_SoundingMeasures,PartClII_DynAbruptness,PartClII_DynGrad,PartClII_DynMean,PartClII_DynMean_weighted,PartClII_Notes,PartClII_SoundingMeasures,PartClI_DynAbruptness,PartClI_DynGrad,PartClI_DynMean,PartClI_DynMean_weighted,PartClI_Notes,PartClI_SoundingMeasures,PartCl_DynAbruptness,PartCl_DynGrad,PartCl_DynMean,PartCl_DynMean_weighted,PartCl_Notes,PartCl_SoundingMeasures,PartFlII_DynAbruptness,PartFlII_DynGrad,PartFlII_DynMean,PartFlII_DynMean_weighted,PartFlII_Notes,PartFlII_SoundingMeasures,PartFlI_DynAbruptness,PartFlI_DynGrad,PartFlI_DynMean,PartFlI_DynMean_weighted,PartFlI_Notes,PartFlI_SoundingMeasures,PartHnII_DynAbruptness,PartHnII_DynGrad,PartHnII_DynMean,PartHnII_DynMean_weighted,PartHnII_Notes,PartHnII_SoundingMeasures,PartHnI_DynAbruptness,PartHnI_DynGrad,PartHnI_DynMean,PartHnI_DynMean_weighted,PartHnI_Notes,PartHnI_SoundingMeasures,PartHn_DynAbruptness,PartHn_DynGrad,PartHn_DynMean,PartHn_DynMean_weighted,PartHn_Notes,PartHn_SoundingMeasures,PartObII_DynAbruptness,PartObII_DynGrad,PartObII_DynMean,PartObII_DynMean_weighted,PartObII_Notes,PartObII_SoundingMeasures,PartObI_DynAbruptness,PartObI_DynGrad,PartObI_DynMean,PartObI_DynMean_weighted,PartObI_Notes,PartObI_SoundingMeasures,PartOb_DynAbruptness,PartOb_DynGrad,PartOb_DynMean,PartOb_DynMean_weighted,PartOb_Notes,PartOb_SoundingMeasures,PartSop_DynAbruptness,PartSop_DynGrad,PartSop_DynMean,PartSop_DynMean_weighted,PartSop_Notes,PartSop_SoundingMeasures,PartTen_DynAbruptness,PartTen_DynGrad,PartTen_DynMean,PartTen_DynMean_weighted,PartTen_Notes,PartTen_SoundingMeasures,PartTptII_DynAbruptness,PartTptII_DynGrad,PartTptII_DynMean,PartTptII_DynMean_weighted,PartTptII_Notes,PartTptII_SoundingMeasures,PartTptI_DynAbruptness,PartTptI_DynGrad,PartTptI_DynMean,PartTptI_DynMean_weighted,PartTptI_Notes,PartTptI_SoundingMeasures,PartVaII_DynAbruptness,PartVaII_DynGrad,PartVaII_DynMean,PartVaII_DynMean_weighted,PartVaII_Notes,PartVaII_SoundingMeasures,PartVaI_DynAbruptness,PartVaI_DynGrad,PartVaI_DynMean,PartVaI_DynMean_weighted,PartVaI_Notes,PartVaI_SoundingMeasures,PartVa_DynAbruptness,PartVa_DynGrad,PartVa_DynMean,PartVa_DynMean_weighted,PartVa_Notes,PartVa_SoundingMeasures,PartVnIII_DynAbruptness,PartVnIII_DynGrad,PartVnIII_DynMean,PartVnIII_DynMean_weighted,PartVnIII_Notes,PartVnIII_SoundingMeasures,PartVnII_DynAbruptness,PartVnII_DynGrad,PartVnII_DynMean,PartVnII_DynMean_weighted,PartVnII_Notes,PartVnII_SoundingMeasures,PartVnIV_DynAbruptness,PartVnIV_DynGrad,PartVnIV_DynMean,PartVnIV_DynMean_weighted,PartVnIV_Notes,PartVnIV_SoundingMeasures,PartVnI_DynAbruptness,PartVnI_DynGrad,PartVnI_DynMean,PartVnI_DynMean_weighted,PartVnI_Notes,PartVnI_SoundingMeasures,RoleType,Scene,Score_DynAbruptness,Score_DynGrad,Score_DynMean,Score_DynMean_weighted,Score_Notes,Score_NotesMean,Score_NumberOfFilteredParts,Score_NumberOfParts,Score_SoundingMeasures,Score_SoundingMeasuresMean,Scoring,SoundAlt_Notes,SoundAlt_NotesMean,SoundAlt_NumberOfFilteredParts,SoundAlt_NumberOfParts,SoundAlt_SoundingMeasures,SoundAlt_SoundingMeasuresMean,SoundBar_Notes,SoundBar_NotesMean,SoundBar_NumberOfFilteredParts,SoundBar_NumberOfParts,SoundBar_SoundingMeasures,SoundBar_SoundingMeasuresMean,SoundBass_Notes,SoundBass_NotesMean,SoundBass_NumberOfFilteredParts,SoundBass_NumberOfParts,SoundBass_SoundingMeasures,SoundBass_SoundingMeasuresMean,SoundBn_Notes,SoundBn_NotesMean,SoundBn_NumberOfFilteredParts,SoundBn_NumberOfParts,SoundBn_SoundingMeasures,SoundBn_SoundingMeasuresMean,SoundBs_Notes,SoundBs_NotesMean,SoundBs_NumberOfFilteredParts,SoundBs_NumberOfParts,SoundBs_SoundingMeasures,SoundBs_SoundingMeasuresMean,SoundCl_Notes,SoundCl_NotesMean,SoundCl_NumberOfFilteredParts,SoundCl_NumberOfParts,SoundCl_SoundingMeasures,SoundCl_SoundingMeasuresMean,SoundFl_Notes,SoundFl_NotesMean,SoundFl_NumberOfFilteredParts,SoundFl_NumberOfParts,SoundFl_SoundingMeasures,SoundFl_SoundingMeasuresMean,SoundHn_Notes,SoundHn_NotesMean,SoundHn_NumberOfFilteredParts,SoundHn_NumberOfParts,SoundHn_SoundingMeasures,SoundHn_SoundingMeasuresMean,SoundOb_Notes,SoundOb_NotesMean,SoundOb_NumberOfFilteredParts,SoundOb_NumberOfParts,SoundOb_SoundingMeasures,SoundOb_SoundingMeasuresMean,SoundScoring,SoundSop_Notes,SoundSop_NotesMean,SoundSop_NumberOfFilteredParts,SoundSop_NumberOfParts,SoundSop_SoundingMeasures,SoundSop_SoundingMeasuresMean,SoundTen_Notes,SoundTen_NotesMean,SoundTen_NumberOfFilteredParts,SoundTen_NumberOfParts,SoundTen_SoundingMeasures,SoundTen_SoundingMeasuresMean,SoundTpt_Notes,SoundTpt_NotesMean,SoundTpt_NumberOfFilteredParts,SoundTpt_NumberOfParts,SoundTpt_SoundingMeasures,SoundTpt_SoundingMeasuresMean,SoundVa_Notes,SoundVa_NotesMean,SoundVa_NumberOfFilteredParts,SoundVa_NumberOfParts,SoundVa_SoundingMeasures,SoundVa_SoundingMeasuresMean,SoundVn_Notes,SoundVn_NotesMean,SoundVn_NumberOfFilteredParts,SoundVn_NumberOfParts,SoundVn_SoundingMeasures,SoundVn_SoundingMeasuresMean,Territory,Voices,Year
1,106,0344,Did04M,Tu_mi_scorgi,Did,Osmida,Stuttgart,C-1,,,Niccolò Jommelli,1760s,133.0,,,,,,,str,"voice,str",2267,566.75,4,4,526,131.5,398,398.0,1,1,85,85.0,,,,,,,Did04M-Tu_mi_scorgi-1763-Jommelli[1.06][0344].xml,Dal segno,Male,"vn,va,bs",,,,,Pietro Metastasio,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8602762045807157,16.833335580630663,69.2258064516129,66.23308270676692,465,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,398.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.523152144430342,19.723909351122472,69.2258064516129,66.06766917293233,463.0,133.0,,,,,,,3.8550512711482723,16.85768182976702,69.25,67.89728682170542,631,129,,,,,,,4.246548388880858,18.85755386248788,69.25,66.78625954198473,708,131,Antagonist,06,4.121257002260047,18.06812015600201,69.23790322580645,66.74607456084735,2665,533.0,5,5,611,122.2,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,465,465.0,1,1,133,133.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",398.0,398.0,1.0,1.0,85.0,85.0,,,,,,,,,,,,,463,463.0,1,1,133,133.0,1339,669.5,2,2,260,130.0,Empire,sop,1763
1,107,0393,Did05M,Fra_lo,Did,Iarba,Rome,C-3,,,Leonardo Vinci,1720s,31.0,,,,,,,str,"voice,str",1085,271.25,4,4,124,31.0,195,195.0,1,1,20,20.0,,,,,,,Did05M-Fra_lo-1726-Vinci[1.07][0393].xml,Da capo,Male,"vn,va,bs",wonder,"pride,abjectness",Negative,Present,Pietro Metastasio,31,0.0,0.0,0.0,0.0,195.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.567557511990679,16.756691130886537,68.5,69.28629032258064,174,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.543363963603582,17.52095174926912,69.52631578947368,69.6008064516129,175.0,31.0,,,,,,,2.4594929958616465,16.94317397149134,69.52631578947368,70.0725806451613,353,31,,,,,,,2.7834938645375624,19.175179955703207,69.52631578947368,67.71370967741936,383,31,Male lover 2,07,2.5884770839983675,17.59899920183755,69.26973684210526,69.16834677419355,1280,256.0,5,5,144,28.8,"alt,vnI,vnII,va,bs",195.0,195.0,1.0,1.0,20.0,20.0,,,,,,,,,,,,,,,,,,,174,174.0,1,1,31,31.0,,,,,,,,,,,,,,,,,,,,,,,,,"alt,vn,va,bs",,,,,,,,,,,,,,,,,,,175,175.0,1,1,31,31.0,736,368.0,2,2,62,31.0,Italy,alt,1726
1,103,0322,Did05M,Fra_lo,Did,Iarba,Hamburg,C-4,,,Paolo Scalabrini,1740s,41.5,,,,,,,str,"voice,str",1390,347.5,4,4,161,40.25,161,161.0,1,1,22,22.0,,,,,,,Did05M-Fra_lo-1744-Scalabrini[1.03][0322].xml,Da capo,Male,"vn,va,bs",,,,,Pietro Metastasio,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12601634229923706,3.8308968058968063,52.166666666666664,73.3157894736842,207,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,161.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029925445788071325,1.2269432773109243,72.4,70.75914634146342,243.0,41.0,,,,,,,0.0306415907247889,1.256305219716345,72.4,71.71036585365853,469,41,,,,,,,0.0306415907247889,1.256305219716345,72.4,71.71036585365853,471,41,Male lover 2,03,0.05430624238422155,1.8926126306601052,67.34166666666667,71.87391688061618,1551,310.2,5,5,183,36.6,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,207,207.0,1,1,38,38.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",161.0,161.0,1.0,1.0,22.0,22.0,,,,,,,,,,,,,243,243.0,1,1,41,41.0,940,470.0,2,2,82,41.0,Empire,sop,1744
1,107,0027,Did05M,Fra_lo,Did,Iarba,Padua,C-4,,,Giovanni B. Lampugnani,1730s,75.0,,,,,,,str,"voice,str",2227,556.75,4,4,300,75.0,217,217.0,1,1,52,52.0,,,,,,,Did05M-Fra_lo-1739-Lampugnani[1.07][0027].xml,Dal segno,Male,"vn,va,bs",wonder,"pride,abjectness",Negative,Present,Pietro Metastasio,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04423848684210526,1.8959351503759396,68.5,66.225,559,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,217.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,0.03144161184210526,1.8864967105263157,68.5,62.065,547.0,75.0,,,,,,,0.04539793719211822,1.9456258796622097,68.5,66.29,547,75,,,,,,,0.04323660714285714,1.8529974489795917,68.5,66.16,574,75,Male lover 2,07,0.04107866075479647,1.8952637973860142,68.5,65.185,2444,488.8,5,5,352,70.4,"ten,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,559,559.0,1,1,75,75.0,,,,,,,,,,,,,,,,,,,,,,,,,"ten,vn,va,bs",,,,,,,217.0,217.0,1.0,1.0,52.0,52.0,,,,,,,547,547.0,1,1,75,75.0,1121,560.5,2,2,150,75.0,Italy,ten,1739
1,107,0236,Did05M,Fra_lo,Did,Iarba,Genova,C-4,,,Davide Perez,1750s,81.0,,,,,,,str,"voice,str",1422,355.5,4,4,324,81.0,311,311.0,1,1,57,57.0,,,,,,,Did05M-Fra_lo-1753-Perez[1.07][0236].xml,Dal segno,Male,"vn,va,bs",wonder,"pride,abjectness",Negative,Present,Pietro Metastasio,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.180263537775853,15.35663883129079,64.95833333333333,65.58641975308642,305,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,311.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,2.8312041609386984,19.110628086336213,62.36,64.65123456790124,295.0,81.0,,,,,,,2.7450767090607333,19.334888124688643,68.625,65.36162551440329,403,81,,,,,,,2.7810369532442514,19.588173322850814,68.625,65.74588477366254,419,81,Male lover 2,07,2.634395340254884,18.347582091291613,66.14208333333333,65.33629115226337,1733,346.6,5,5,381,76.2,"ten,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,305,305.0,1,1,81,81.0,,,,,,,,,,,,,,,,,,,,,,,,,"ten,vn,va,bs",,,,,,,311.0,311.0,1.0,1.0,57.0,57.0,,,,,,,295,295.0,1,1,81,81.0,822,411.0,2,2,162,81.0,Italy,ten,1753
1,105,0047,Did03M,Son_regina,Did,Didone,Naples,C-1,,,Joseph Schuster,1770s,110.0,168.0,84.0,2.0,2.0,90.0,45.0,"ww,br,str","ww,br,voice,str",2887,577.4,5,5,502,100.4,351,351.0,1,1,68,68.0,453.0,226.5,2.0,2.0,110.0,55.0,Did03M-Son_regina-1776-Schuster[1.05][0047].xml,ABA,Female,"ob,hn,vn,va,bs",wonder,"pride,boldness",Positive,Present,Pietro Metastasio,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6711005196070986,8.793730946575774,55.56666666666667,59.435526315789474,483,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7794510582010582,7.3842731829573935,38.15,62.62222222222222,84.0,45.0,0.7794510582010582,7.3842731829573935,38.15,62.62222222222222,84.0,45.0,,,,,,,0.6142212538098919,7.948745637539777,42.388888888888886,68.68636363636364,224.0,55.0,0.6142212538098919,7.948745637539777,42.388888888888886,68.68636363636364,229.0,55.0,,,,,,,0.0,0.0,0.0,0.0,351.0,68.0,,,,,,,,,,,,,,,,,,,0.33364505012531326,4.528039965986395,56.13793103448276,55.578947368421055,529.0,95.0,0.3444924975198413,4.561555829228243,57.2,58.666666666666664,534.0,96.0,,,,,,,,,,,,,0.4648321707839076,8.289507045646351,66.68,62.166471962616825,747,107,,,,,,,0.4563031401273221,8.289507045646351,66.68,61.02580275229358,594,109,Female lover 1,05,0.561968666909487,7.236486497119717,51.482486164325245,62.16562075366215,3859,385.9,10,10,770,77.0,"obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",,,,,,,,,,,,,,,,,,,,,,,,,483,483.0,1,1,95,95.0,,,,,,,,,,,,,168.0,84.0,2.0,2.0,90.0,45.0,453.0,226.5,2.0,2.0,110.0,55.0,"ob,hn,sop,vn,va,bs",351.0,351.0,1.0,1.0,68.0,68.0,,,,,,,,,,,,,1063,531.5,2,2,191,95.5,1341,670.5,2,2,216,108.0,Italy,sop,1776
1,106,0040,Did03M,Son_regina,Did,Didone,Venice,C-1,,,Gian Francesco de Majo,1760s,155.0,242.0,121.0,2.0,2.0,102.0,51.0,"ww,br,str","ww,br,voice,str",4794,958.8,5,5,769,153.8,664,664.0,1,1,99,99.0,805.0,402.5,2.0,2.0,110.0,55.0,Did03M-Son_regina-1769-Majo[1.06][0040].xml,Dal segno,Female,"ob,tpt,vn,va,bs",,,,,Pietro Metastasio,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1987310340802988,7.154317226890757,65.77777777777777,64.0702614379085,609,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09646036963014648,3.031611616947461,44.0,59.9,401.0,55.0,0.19721794538772225,4.338794798529889,40.0,15.1,404.0,55.0,,,,,,,0.0,0.0,0.0,0.0,664.0,99.0,,,,,,,0.2473955439125718,5.607632328684961,44.0,54.35294117647059,121.0,51.0,0.195906432748538,3.9964912280701754,40.0,6.03921568627451,121.0,51.0,0.21069898026726064,6.74236736855234,68.5,63.932565789473685,719.0,152.0,0.46572581702948973,11.034119357314065,69.22222222222223,63.625,1298.0,154.0,,,,,,,,,,,,,0.33987389384224936,10.53609070910973,69.42857142857143,64.19354838709677,1116,155,,,,,,,0.33987389384224936,10.53609070910973,69.42857142857143,63.94193548387097,1052,155,Female lover 1,06,0.2546537678600585,6.997501704801012,56.70634920634921,50.572829773455005,6505,650.5,10,10,1080,108.0,"obI,obII,tptI,tptII,sop,vnI,vnII,vaI,vaII,bs",,,,,,,,,,,,,,,,,,,,,,,,,609,609.0,1,1,153,153.0,,,,,,,,,,,,,,,,,,,805.0,402.5,2.0,2.0,110.0,55.0,"ob,tpt,sop,vn,va,bs",664.0,664.0,1.0,1.0,99.0,99.0,,,,,,,242.0,121.0,2.0,2.0,102.0,51.0,2017,1008.5,2,2,306,153.0,2168,1084.0,2,2,310,155.0,Italy,sop,1769
1,107,0201,Did05M,Fra_lo,Did,Iarba,Rome,C-4,,,Nicolò Jommelli,1740s,105.0,,,,,,,str,"voice,str",2133,533.25,4,4,418,104.5,398,398.0,1,1,72,72.0,,,,,,,Did05M-Fra_lo-1747-Jommelli[1.07][0201].xml,Dal segno,Male,"vn,va,bs",wonder,"pride,abjectness",Negative,Present,Pietro Metastasio,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5296833222416,29.282101808717332,63.872727272727275,56.352380952380955,406,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,398.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,7.791270623828901,29.748487836437622,62.732142857142854,55.885714285714286,403.0,105.0,,,,,,,6.590621416532419,25.38609730812487,63.872727272727275,63.47215544871795,623,104,,,,,,,7.574551039546228,30.298204158184912,66.28301886792453,63.77263621794872,701,104,Male lover 2,07,7.371531600537287,28.678722777866184,64.19015406763049,59.87072172619048,2531,506.2,5,5,490,98.0,"ten,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,406,406.0,1,1,105,105.0,,,,,,,,,,,,,,,,,,,,,,,,,"ten,vn,va,bs",,,,,,,398.0,398.0,1.0,1.0,72.0,72.0,,,,,,,403,403.0,1,1,105,105.0,1324,662.0,2,2,208,104.0,Italy,ten,1747
1,105,0079,Did03M,Son_regina,Did,Didone,Naples,C-1,,,Giovanni Paisiello,1790s,20.0,36.0,9.0,4.0,4.0,20.0,5.0,"ww,br,str","ww,br,voice,str",404,101.0,4,4,78,19.5,73,73.0,1,1,17,17.0,50.0,12.5,4.0,4.0,14.0,3.5,Did03M-Son_regina-1794-Paisiello[1.05][0079].xml,ABAB,Female,"ob,bn,hn,tpt,vn,va,bs",wonder,"pride,boldness",Positive,Present,Pietro Metastasio,20,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,,,,,,,0.3498452012383901,26.588235294117645,68.5,53.36184210526316,89,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32666666666666666,3.2666666666666666,16.333333333333332,29.4,9.0,5.0,0.12250000000000001,1.225,16.333333333333332,0.0,9.0,5.0,,,,,,,0.34728682170542635,3.4728682170542635,16.333333333333332,25.725,19.0,5.0,0.34728682170542635,3.4728682170542635,16.333333333333332,25.725,19.0,5.0,,,,,,,0.0,0.0,0.0,0.0,73.0,17.0,,,,,,,0.32666666666666666,3.2666666666666666,16.333333333333332,29.4,9.0,5.0,0.12250000000000001,1.225,16.333333333333332,0.0,9.0,5.0,,,,,,,,,,,,,0.3498452012383901,26.588235294117645,68.5,53.36184210526316,89.0,19.0,,,,,,,0.34904761904761905,27.923809523809524,68.5,50.96875,113,20,,,,,,,0.34904761904761905,27.923809523809524,68.5,50.96875,113,20,Female lover 1,05,0.2990692617316204,12.49531594032962,37.2,39.86389802631579,563,43.30769230769231,13,13,129,9.923076923076923,"obI,obII,bnI,bnII,hnI,hnII,tptI,tptII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,12.0,6.0,2.0,2.0,4.0,2.0,89,89.0,1,1,19,19.0,,,,,,,,,,,,,18.0,9.0,2.0,2.0,10.0,5.0,38.0,19.0,2.0,2.0,10.0,5.0,"ob,bn,hn,tpt,sop,vn,va,bs",73.0,73.0,1.0,1.0,17.0,17.0,,,,,,,18.0,9.0,2.0,2.0,10.0,5.0,89,89.0,1,1,19,19.0,226,113.0,2,2,40,20.0,Italy,sop,1794
1,108,0024,Did06M,Se_dalle,Did,Araspe,Naples,C-4,,,Domenico Natale Sarro,1720s,44.5,,,,,,,str,"voice,str",1167,291.75,4,4,170,42.5,208,208.0,1,1,31,31.0,,,,,,,Did06M-Se_dalle-1724-Sarro[1.08][0024].xml,Da capo,Male,"vn,va,bs",wonder,"esteem,boldness",Negative,Future,Pietro Metastasio,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23448004426211513,6.7217612688473,71.28571428571429,61.77906976744186,307,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,208.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,0.4573895645454627,7.928085785454687,41.1,59.32692307692308,220.0,39.0,,,,,,,0.2962472943722944,8.689920634920636,71.28571428571429,61.875,320,44,,,,,,,0.2962472943722944,8.689920634920636,71.28571428571429,61.875,320,44,Male lover 3,08,0.32109104938804167,8.007422081035815,63.73928571428572,61.21399821109124,1375,275.0,5,5,201,40.2,"ten,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,307,307.0,1,1,43,43.0,,,,,,,,,,,,,,,,,,,,,,,,,"ten,vn,va,bs",,,,,,,208.0,208.0,1.0,1.0,31.0,31.0,,,,,,,220,220.0,1,1,39,39.0,640,320.0,2,2,88,44.0,Italy,ten,1724
1,108,0394,Did06M,Se_dalle,Did,Araspe,Rome,C-1,,,Leonardo Vinci,1720s,49.5,,,,,,,str,"voice,str",1501,375.25,4,4,196,49.0,212,212.0,1,1,29,29.0,,,,,,,Did06M-Se_dalle-1726-Vinci[1.08][0394].xml,Da capo,Male,"vn,va,bs",wonder,"esteem,boldness",Negative,Future,Pietro Metastasio,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3188775043893808,6.249999086031863,70.27272727272727,68.30102040816327,291,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,212.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3188775043893808,6.249999086031863,70.27272727272727,68.30102040816327,294.0,49.0,,,,,,,0.31822638123989216,6.237237072301886,70.27272727272727,68.30102040816327,429,49,,,,,,,0.35309382342448736,6.920638939119952,70.27272727272727,67.80357142857143,487,49,Male lover 3,08,0.3272688033607853,6.414468545871391,70.27272727272727,68.1766581632653,1713,342.6,5,5,225,45.0,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,291,291.0,1,1,49,49.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",212.0,212.0,1.0,1.0,29.0,29.0,,,,,,,,,,,,,294,294.0,1,1,49,49.0,916,458.0,2,2,98,49.0,Italy,sop,1726
1,108,0064,Did06M,Se_dalle,Did,Araspe,Naples,C-1,,,Domenico Natale Sarro,1730s,50.5,,,,,,,str,"voice,str",1513,378.25,4,4,198,49.5,223,223.0,1,1,32,32.0,,,,,,,Did06M-Se_dalle-1730-Sarro[1.08][0064].xml,Da capo,Male,"vn,va,bs",wonder,"esteem,boldness",Negative,Future,Pietro Metastasio,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20228836005448375,6.6080864284464695,71.28571428571429,64.98979591836735,358,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,223.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20228836005448375,6.6080864284464695,71.28571428571429,64.98979591836735,345.0,49.0,,,,,,,0.21012666316526613,7.0042221055088705,71.28571428571429,64.62,396,50,,,,,,,0.21012666316526613,7.0042221055088705,71.28571428571429,64.62,414,50,Male lover 3,08,0.20620751160987494,6.80615426697767,71.28571428571429,64.80489795918368,1736,347.2,5,5,230,46.0,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,358,358.0,1,1,49,49.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",223.0,223.0,1.0,1.0,32.0,32.0,,,,,,,,,,,,,345,345.0,1,1,49,49.0,810,405.0,2,2,100,50.0,Italy,sop,1730
