Act,ActAndScene,AriaId,AriaLabel,AriaName,AriaOpera,Character,City,Clef1,Clef2,Clef3,Composer,Decade,EndOfThemeA,FamilyBr_Notes,FamilyBr_NotesMean,FamilyBr_NumberOfFilteredParts,FamilyBr_NumberOfParts,FamilyBr_SoundingMeasures,FamilyBr_SoundingMeasuresMean,FamilyInstrumentation,FamilyScoring,FamilyStr_Notes,FamilyStr_NotesMean,FamilyStr_NumberOfFilteredParts,FamilyStr_NumberOfParts,FamilyStr_SoundingMeasures,FamilyStr_SoundingMeasuresMean,FamilyVoice_Notes,FamilyVoice_NotesMean,FamilyVoice_NumberOfFilteredParts,FamilyVoice_NumberOfParts,FamilyVoice_SoundingMeasures,FamilyVoice_SoundingMeasuresMean,FamilyWw_Notes,FamilyWw_NotesMean,FamilyWw_NumberOfFilteredParts,FamilyWw_NumberOfParts,FamilyWw_SoundingMeasures,FamilyWw_SoundingMeasuresMean,FileName,Form,Gender,Instrumentation,Label_BasicPassion,Label_Passions,Label_Sentiment,Label_Time,Librettist,Measures,PartAlt_DynAbruptness,PartAlt_DynGrad,PartAlt_DynMean,PartAlt_DynMean_weighted,PartAlt_Notes,PartAlt_SoundingMeasures,PartBar_DynAbruptness,PartBar_DynGrad,PartBar_DynMean,PartBar_DynMean_weighted,PartBar_Notes,PartBar_SoundingMeasures,PartBass_DynAbruptness,PartBass_DynGrad,PartBass_DynMean,PartBass_DynMean_weighted,PartBass_Notes,PartBass_SoundingMeasures,PartBnII_DynAbruptness,PartBnII_DynGrad,PartBnII_DynMean,PartBnII_DynMean_weighted,PartBnII_Notes,PartBnII_SoundingMeasures,PartBnI_DynAbruptness,PartBnI_DynGrad,PartBnI_DynMean,PartBnI_DynMean_weighted,PartBnI_Notes,PartBnI_SoundingMeasures,PartBn_DynAbruptness,PartBn_DynGrad,PartBn_DynMean,PartBn_DynMean_weighted,PartBn_Notes,PartBn_SoundingMeasures,PartBs_DynAbruptness,PartBs_DynGrad,PartBs_DynMean,PartBs_DynMean_weighted,PartBs_Notes,PartBs_SoundingMeasures,PartClII_DynAbruptness,PartClII_DynGrad,PartClII_DynMean,PartClII_DynMean_weighted,PartClII_Notes,PartClII_SoundingMeasures,PartClI_DynAbruptness,PartClI_DynGrad,PartClI_DynMean,PartClI_DynMean_weighted,PartClI_Notes,PartClI_SoundingMeasures,PartCl_DynAbruptness,PartCl_DynGrad,PartCl_DynMean,PartCl_DynMean_weighted,PartCl_Notes,PartCl_SoundingMeasures,PartFlII_DynAbruptness,PartFlII_DynGrad,PartFlII_DynMean,PartFlII_DynMean_weighted,PartFlII_Notes,PartFlII_SoundingMeasures,PartFlI_DynAbruptness,PartFlI_DynGrad,PartFlI_DynMean,PartFlI_DynMean_weighted,PartFlI_Notes,PartFlI_SoundingMeasures,PartHnII_DynAbruptness,PartHnII_DynGrad,PartHnII_DynMean,PartHnII_DynMean_weighted,PartHnII_Notes,PartHnII_SoundingMeasures,PartHnI_DynAbruptness,PartHnI_DynGrad,PartHnI_DynMean,PartHnI_DynMean_weighted,PartHnI_Notes,PartHnI_SoundingMeasures,PartHn_DynAbruptness,PartHn_DynGrad,PartHn_DynMean,PartHn_DynMean_weighted,PartHn_Notes,PartHn_SoundingMeasures,PartObII_DynAbruptness,PartObII_DynGrad,PartObII_DynMean,PartObII_DynMean_weighted,PartObII_Notes,PartObII_SoundingMeasures,PartObI_DynAbruptness,PartObI_DynGrad,PartObI_DynMean,PartObI_DynMean_weighted,PartObI_Notes,PartObI_SoundingMeasures,PartOb_DynAbruptness,PartOb_DynGrad,PartOb_DynMean,PartOb_DynMean_weighted,PartOb_Notes,PartOb_SoundingMeasures,PartSop_DynAbruptness,PartSop_DynGrad,PartSop_DynMean,PartSop_DynMean_weighted,PartSop_Notes,PartSop_SoundingMeasures,PartTen_DynAbruptness,PartTen_DynGrad,PartTen_DynMean,PartTen_DynMean_weighted,PartTen_Notes,PartTen_SoundingMeasures,PartTptII_DynAbruptness,PartTptII_DynGrad,PartTptII_DynMean,PartTptII_DynMean_weighted,PartTptII_Notes,PartTptII_SoundingMeasures,PartTptI_DynAbruptness,PartTptI_DynGrad,PartTptI_DynMean,PartTptI_DynMean_weighted,PartTptI_Notes,PartTptI_SoundingMeasures,PartVaII_DynAbruptness,PartVaII_DynGrad,PartVaII_DynMean,PartVaII_DynMean_weighted,PartVaII_Notes,PartVaII_SoundingMeasures,PartVaI_DynAbruptness,PartVaI_DynGrad,PartVaI_DynMean,PartVaI_DynMean_weighted,PartVaI_Notes,PartVaI_SoundingMeasures,PartVa_DynAbruptness,PartVa_DynGrad,PartVa_DynMean,PartVa_DynMean_weighted,PartVa_Notes,PartVa_SoundingMeasures,PartVnIII_DynAbruptness,PartVnIII_DynGrad,PartVnIII_DynMean,PartVnIII_DynMean_weighted,PartVnIII_Notes,PartVnIII_SoundingMeasures,PartVnII_DynAbruptness,PartVnII_DynGrad,PartVnII_DynMean,PartVnII_DynMean_weighted,PartVnII_Notes,PartVnII_SoundingMeasures,PartVnIV_DynAbruptness,PartVnIV_DynGrad,PartVnIV_DynMean,PartVnIV_DynMean_weighted,PartVnIV_Notes,PartVnIV_SoundingMeasures,PartVnI_DynAbruptness,PartVnI_DynGrad,PartVnI_DynMean,PartVnI_DynMean_weighted,PartVnI_Notes,PartVnI_SoundingMeasures,RoleType,Scene,Score_DynAbruptness,Score_DynGrad,Score_DynMean,Score_DynMean_weighted,Score_Notes,Score_NotesMean,Score_NumberOfFilteredParts,Score_NumberOfParts,Score_SoundingMeasures,Score_SoundingMeasuresMean,Scoring,SoundAlt_Notes,SoundAlt_NotesMean,SoundAlt_NumberOfFilteredParts,SoundAlt_NumberOfParts,SoundAlt_SoundingMeasures,SoundAlt_SoundingMeasuresMean,SoundBar_Notes,SoundBar_NotesMean,SoundBar_NumberOfFilteredParts,SoundBar_NumberOfParts,SoundBar_SoundingMeasures,SoundBar_SoundingMeasuresMean,SoundBass_Notes,SoundBass_NotesMean,SoundBass_NumberOfFilteredParts,SoundBass_NumberOfParts,SoundBass_SoundingMeasures,SoundBass_SoundingMeasuresMean,SoundBn_Notes,SoundBn_NotesMean,SoundBn_NumberOfFilteredParts,SoundBn_NumberOfParts,SoundBn_SoundingMeasures,SoundBn_SoundingMeasuresMean,SoundBs_Notes,SoundBs_NotesMean,SoundBs_NumberOfFilteredParts,SoundBs_NumberOfParts,SoundBs_SoundingMeasures,SoundBs_SoundingMeasuresMean,SoundCl_Notes,SoundCl_NotesMean,SoundCl_NumberOfFilteredParts,SoundCl_NumberOfParts,SoundCl_SoundingMeasures,SoundCl_SoundingMeasuresMean,SoundFl_Notes,SoundFl_NotesMean,SoundFl_NumberOfFilteredParts,SoundFl_NumberOfParts,SoundFl_SoundingMeasures,SoundFl_SoundingMeasuresMean,SoundHn_Notes,SoundHn_NotesMean,SoundHn_NumberOfFilteredParts,SoundHn_NumberOfParts,SoundHn_SoundingMeasures,SoundHn_SoundingMeasuresMean,SoundOb_Notes,SoundOb_NotesMean,SoundOb_NumberOfFilteredParts,SoundOb_NumberOfParts,SoundOb_SoundingMeasures,SoundOb_SoundingMeasuresMean,SoundScoring,SoundSop_Notes,SoundSop_NotesMean,SoundSop_NumberOfFilteredParts,SoundSop_NumberOfParts,SoundSop_SoundingMeasures,SoundSop_SoundingMeasuresMean,SoundTen_Notes,SoundTen_NotesMean,SoundTen_NumberOfFilteredParts,SoundTen_NumberOfParts,SoundTen_SoundingMeasures,SoundTen_SoundingMeasuresMean,SoundTpt_Notes,SoundTpt_NotesMean,SoundTpt_NumberOfFilteredParts,SoundTpt_NumberOfParts,SoundTpt_SoundingMeasures,SoundTpt_SoundingMeasuresMean,SoundVa_Notes,SoundVa_NotesMean,SoundVa_NumberOfFilteredParts,SoundVa_NumberOfParts,SoundVa_SoundingMeasures,SoundVa_SoundingMeasuresMean,SoundVn_Notes,SoundVn_NotesMean,SoundVn_NumberOfFilteredParts,SoundVn_NumberOfParts,SoundVn_SoundingMeasures,SoundVn_SoundingMeasuresMean,Territory,Voices,Year
3,307,0894,Dem24M,Che_mai,Dem,Dircea,Padua,C-1,,,Tommaso Traetta,1740s,93.0,,,,,,,str,"voice,str",1237,309.25,4,4,356,89.0,198,198.0,1,1,76,76.0,,,,,,,Dem24M-Che_mai-1743-Jommelli[3.07][0894].xml,Da capo,Female,"vn,va,bs",,,,,Pietro Metastasio,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5931183062713011,7.433749438600308,61.625,54.13563829787234,278,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,198.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6348515663518792,7.956806298276887,61.625,54.680851063829785,248.0,86.0,,,,,,,0.43293413816771253,6.660525202580193,70.42857142857143,60.03,357,92,,,,,,,0.4396634026434559,6.76405234836086,70.42857142857143,60.1525,354,92,Female lover 1,07,0.5251418533585872,7.203783321954562,66.02678571428572,57.24974734042553,1435,287.0,5,5,432,86.4,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,278,278.0,1,1,86,86.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",198.0,198.0,1.0,1.0,76.0,76.0,,,,,,,,,,,,,248,248.0,1,1,86,86.0,711,355.5,2,2,184,92.0,Italy,sop,1743
3,306,0869,Dem23M,Odo_il,Dem,Demofoonte,Dresden,C-4,,,Johann Adolph Hasse,1740s,94.0,184.0,92.0,2.0,2.0,152.0,76.0,"ww,br,str","ww,br,voice,str",1978,494.5,4,4,376,94.0,192,192.0,1,1,70,70.0,1790.0,447.5,4.0,4.0,332.0,83.0,Dem23M-Odo_il-1748-Hasse[3.06][0869].xml,Da capo,Male,"fl,ob,hn,vn,va,bs",,,,,Pietro Metastasio,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3378714161626395,14.795283896386836,72.66666666666667,69.09574468085107,295,94,,,,,,,,,,,,,,,,,,,1.0506656817091329,9.689472397984225,59.578947368421055,53.64156626506024,448.0,83.0,1.0506656817091329,9.689472397984225,59.578947368421055,53.64156626506024,447.0,83.0,0.9105544309491678,9.886019536019536,39.8,33.151315789473685,92.0,76.0,0.9105544309491678,9.886019536019536,39.8,33.151315789473685,92.0,76.0,,,,,,,1.0506656817091329,9.689472397984225,59.578947368421055,53.64156626506024,448.0,83.0,1.0506656817091329,9.689472397984225,59.578947368421055,53.64156626506024,447.0,83.0,,,,,,,0.0,0.0,0.0,0.0,192.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3612889107668202,15.054253836715425,72.66666666666667,68.47739361702128,455.0,94.0,,,,,,,0.435263571277544,4.813503023539899,72.66666666666667,68.88563829787235,615,94,,,,,,,0.435263571277544,4.813503023539899,72.66666666666667,68.88563829787235,613,94,Senior ruler,06,0.9593459058219415,9.800647244415803,60.85824561403509,55.621331153280536,4144,376.72727272727275,11,11,930,84.54545454545455,"flI,flII,obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,295,295.0,1,1,94,94.0,,,,,,,895.0,447.5,2.0,2.0,166.0,83.0,184.0,92.0,2.0,2.0,152.0,76.0,895.0,447.5,2.0,2.0,166.0,83.0,"fl,ob,hn,sop,vn,va,bs",192.0,192.0,1.0,1.0,70.0,70.0,,,,,,,,,,,,,455,455.0,1,1,94,94.0,1228,614.0,2,2,188,94.0,Empire,sop,1748
3,306,0578,Dem23M,Odo_il,Dem,Demofoonte,Naples,C-4,,,Johann Adolph Hasse,1750s,70.0,280.0,140.0,2.0,2.0,110.0,55.0,"ww,br,str","ww,br,voice,str",2516,629.0,4,4,280,70.0,224,224.0,1,1,48,48.0,922.0,461.0,2.0,2.0,140.0,70.0,Dem23M-Odo_il-1758-Hasse[3.06][0578].xml,Dal segno,Male,"ob,hn,vn,va,bs",sadness,"fear,irresolution",Negative,Present,Pietro Metastasio,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1809944764215083,11.809944764215084,73.55172413793103,73.05892857142857,536,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5678706854642683,5.2054812834224595,59.88,58.445454545454545,139.0,55.0,0.5678706854642683,5.2054812834224595,59.88,58.445454545454545,141.0,55.0,,,,,,,0.38662977100405577,4.706797212223288,73.79166666666667,60.857142857142854,463.0,70.0,0.38662977100405577,4.706797212223288,73.79166666666667,60.857142857142854,459.0,70.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,224.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1809944764215083,11.809944764215084,73.55172413793103,73.05892857142857,531.0,70.0,,,,,,,0.5316881175710269,5.316881175710269,73.55172413793103,73.425,721,70,,,,,,,0.5316881175710269,5.316881175710269,73.55172413793103,73.425,728,70,Senior ruler,06,0.6667957626152148,6.759776108892775,70.19377873563218,66.44663149350649,3942,438.0,9,9,578,64.22222222222223,"obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,536,536.0,1,1,70,70.0,,,,,,,,,,,,,280.0,140.0,2.0,2.0,110.0,55.0,922.0,461.0,2.0,2.0,140.0,70.0,"ob,hn,ten,vn,va,bs",,,,,,,224.0,224.0,1.0,1.0,48.0,48.0,,,,,,,531,531.0,1,1,70,70.0,1449,724.5,2,2,140,70.0,Italy,ten,1758
3,307,1243,Dem24M,Che_mai,Dem,Dircea,Madrid,C-1,,,Baldassare Galuppi,1740s,81.0,,,,,,,str,"voice,str",1118,279.5,4,4,267,66.75,331,331.0,1,1,75,75.0,,,,,,,Dem24M-Che_mai-1749-Galuppi[3.07][1243].xml,Da capo,Female,"vn,va,bs",,,,,Pietro Metastasio,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.787001981138426,21.481384775554275,60.233333333333334,71.765625,152,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,331.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4290333756630975,23.63226292935701,55.457142857142856,51.076013513513516,231.0,74.0,,,,,,,5.685225478760608,24.747452084016764,57.4,54.5472972972973,347,74,,,,,,,5.211669210310378,25.73261672590749,60.878787878787875,58.901898734177216,388,79,Female lover 1,07,6.028232511468127,23.898429128708884,58.492316017316014,59.07270863624701,1449,289.8,5,5,342,68.4,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,152,152.0,1,1,40,40.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",331.0,331.0,1.0,1.0,75.0,75.0,,,,,,,,,,,,,231,231.0,1,1,74,74.0,735,367.5,2,2,153,76.5,Spain,sop,1749
3,307,0548,Dem24M,Che_mai,Dem,Dircea,Turin,C-1,,,Gennaro Manna,1750s,37.0,,,,,,,str,"voice,str",1181,295.25,4,4,148,37.0,250,250.0,1,1,29,29.0,,,,,,,Dem24M-Che_mai-1754-Manna[3.07][0548].xml,Da capo,Female,"vn,va,bs",sadness,"despair,irresolution",Negative,Present,Pietro Metastasio,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921988585690164,11.371192556845356,70.0,66.12837837837837,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,250.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921988585690164,11.371192556845356,70.0,66.12837837837837,237.0,37.0,,,,,,,0.9874647836471805,12.17873233164856,70.0,65.4695945945946,356,37,,,,,,,0.9874647836471805,12.17873233164856,70.0,65.4695945945946,355,37,Female lover 1,07,0.9547266846686722,11.774962444246958,70.0,65.79898648648648,1431,286.2,5,5,177,35.4,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,233,233.0,1,1,37,37.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",250.0,250.0,1.0,1.0,29.0,29.0,,,,,,,,,,,,,237,237.0,1,1,37,37.0,711,355.5,2,2,74,37.0,Italy,sop,1754
3,307,0796,Dem24M,Che_mai,Dem,Dircea,Lisbon,C-1,,,Davide Pérez,1750s,68.5,,,,,,,str,"voice,str",1753,438.25,4,4,268,67.0,224,224.0,1,1,60,60.0,,,,,,,Dem24M-Che_mai-1752-Perez[3.07][0796].xml,Da capo,Female,"vn,va,bs",,,,,Pietro Metastasio,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6085272653685837,8.583437216777918,66.05,64.5527052238806,298,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,224.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6831541310402255,11.442831694923777,64.47058823529412,64.02472014925372,308.0,67.0,,,,,,,0.5999453937930236,10.719024369102021,68.5,64.91977611940298,569,67,,,,,,,0.5253185281213819,7.821409196473908,69.52631578947368,65.44776119402985,578,67,Female lover 1,07,0.6042363295808036,9.641675619319406,67.13672600619195,64.73624067164178,1977,395.4,5,5,328,65.6,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,298,298.0,1,1,67,67.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",224.0,224.0,1.0,1.0,60.0,60.0,,,,,,,,,,,,,308,308.0,1,1,67,67.0,1147,573.5,2,2,134,67.0,Portugal,sop,1752
3,307,0579,Dem24M,Che_mai,Dem,Dircea,Naples,C-1,,,Johann Adolph Hasse,1750s,45.0,,,,,,,"ww,str","ww,voice,str",734,183.5,4,4,180,45.0,140,140.0,1,1,36,36.0,182.0,91.0,2.0,2.0,22.0,11.0,Dem24M-Che_mai-1758-Hasse[3.07][0579].xml,Da capo,Female,"ob,vn,va,bs",sadness,"despair,irresolution",Negative,Present,Pietro Metastasio,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21199944490184602,3.1799916735276903,69.6,62.79814814814815,130,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4638418498712616,5.102260348583878,50.5,101.0,91.0,11.0,0.4600911071499307,5.061002178649237,50.5,101.0,91.0,11.0,,,,,,,0.0,0.0,0.0,0.0,140.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21199944490184602,3.1799916735276903,69.6,62.79814814814815,131.0,45.0,,,,,,,0.3407404784188071,5.74999557331737,71.88888888888889,64.91666666666667,233,45,,,,,,,0.16499351233370121,2.784265520631208,71.88888888888889,64.87222222222222,240,45,Female lover 1,07,0.30894430626289876,4.1762511613728455,63.99629629629629,76.23086419753086,1056,150.85714285714286,7,7,238,34.0,"obI,obII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,130,130.0,1,1,45,45.0,,,,,,,,,,,,,,,,,,,182.0,91.0,2.0,2.0,22.0,11.0,"ob,sop,vn,va,bs",140.0,140.0,1.0,1.0,36.0,36.0,,,,,,,,,,,,,131,131.0,1,1,45,45.0,473,236.5,2,2,90,45.0,Italy,sop,1758
3,308,0389,Dem25M,Non_dura,Dem,Creusa,Vienna,C-1,,,Antonio Caldara,1730s,37.5,,,,,,,str,"voice,str",803,200.75,4,4,116,29.0,157,157.0,1,1,21,21.0,,,,,,,Dem25M-Non_dura-1733-Caldara[3.08][0389].xml,Da capo,Female,"vn,va,bs",desire,hope,Positive,Future,Pietro Metastasio,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010456399203202273,0.7737735410369682,75.0,78.90878378378379,248,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,157.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13531746031746034,2.841666666666667,52.8,88.0,121.0,21.0,,,,,,,0.4931752873563218,7.151041666666666,40.22222222222222,69.63793103448276,217,29,,,,,,,0.4931752873563218,7.151041666666666,40.22222222222222,69.63793103448276,217,29,Female lover 2,08,0.2830311085583266,4.479380885259242,52.06111111111111,76.54616146318733,960,192.0,5,5,137,27.4,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,248,248.0,1,1,37,37.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",157.0,157.0,1.0,1.0,21.0,21.0,,,,,,,,,,,,,121,121.0,1,1,21,21.0,434,217.0,2,2,58,29.0,Empire,sop,1733
3,307,0609,Dem24M,Che_mai,Dem,Dircea,Dresden,C-1,,,Johann Adolph Hasse,1740s,68.0,,,,,,,"ww,str","ww,voice,str",1071,267.75,4,4,272,68.0,258,258.0,1,1,58,58.0,479.0,119.75,4.0,4.0,124.0,31.0,Dem24M-Che_mai-1748-Hasse[3.07][0609].xml,Da capo,Female,"fl,ob,vn,va,bs",,,,,Pietro Metastasio,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7991833932693949,8.580705906681924,70.15,65.5404411764706,210,68,,,,,,,,,,,,,,,,,,,0.4018604267103667,4.922790227201992,56.07692307692308,56.48299319727891,160.0,49.0,0.312416106043557,3.983305352055352,56.07692307692308,62.59477124183007,185.0,51.0,,,,,,,,,,,,,,,,,,,0.36074635241301906,3.2467171717171714,37.8,94.5,67.0,12.0,0.35880631713965044,3.229256854256854,37.8,94.5,67.0,12.0,,,,,,,0.0,0.0,0.0,0.0,258.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5885799863315809,6.319490379560133,72.1,67.63112745098039,209.0,68.0,,,,,,,0.5664959885753161,5.503103889017357,70.72727272727273,67.1654411764706,324,68,,,,,,,0.5664959885753161,5.503103889017357,70.72727272727273,67.1654411764706,328,68,Female lover 1,07,0.49432306988227515,5.161059208688518,58.93229895104895,71.94752692743765,1808,200.88888888888889,9,9,454,50.44444444444444,"flI,flII,obI,obII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,210,210.0,1,1,68,68.0,,,,,,,345.0,172.5,2.0,2.0,100.0,50.0,,,,,,,134.0,67.0,2.0,2.0,24.0,12.0,"fl,ob,sop,vn,va,bs",258.0,258.0,1.0,1.0,58.0,58.0,,,,,,,,,,,,,209,209.0,1,1,68,68.0,652,326.0,2,2,136,68.0,Empire,sop,1748
3,307,0936,Dem24M,Che_mai,Dem,Dircea,Stuttgart,C-1,,,Niccolò Jommelli,1760s,137.0,,,,,,,str,"voice,str",1598,399.5,4,4,444,111.0,311,311.0,1,1,119,119.0,,,,,,,Dem24M-Che_mai-1764-Jommelli[3.07][0936].xml,Da capo,Female,"vn,va,bs",,,,,Pietro Metastasio,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0332055393899617,17.280080042585237,46.5,57.88563829787234,263,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,311.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.680810273745493,16.419962926691145,49.39393939393939,57.125,276.0,90.0,,,,,,,1.0670629328564507,9.913358860085735,68.6875,59.935763888888886,576,136,,,,,,,1.1811394314393826,10.334970025094597,68.0909090909091,61.50892857142857,483,132,Female lover 1,07,1.990554544357822,13.487092963614177,58.168087121212125,59.11383268954745,1909,381.8,5,5,563,112.6,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,263,263.0,1,1,86,86.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",311.0,311.0,1.0,1.0,119.0,119.0,,,,,,,,,,,,,276,276.0,1,1,90,90.0,1059,529.5,2,2,268,134.0,Empire,sop,1764
3,307,0536,Dem24M,Che_mai,Dem,Dircea,Munich,C-1,,,Andrea Bernasconi,1760s,74.0,,,,,,,str,"voice,str",2186,546.5,4,4,296,74.0,456,456.0,1,1,66,66.0,,,,,,,Dem24M-Che_mai-1766-Bernasconi[3.07][0536].xml,Da capo,Female,"vn,va,bs",sadness,"despair,irresolution",Negative,Present,Pietro Metastasio,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6597830960650617,19.65183185741033,68.5,58.899070945945944,458,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,456.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6597830960650617,19.65183185741033,68.5,58.899070945945944,457.0,74.0,,,,,,,2.0345578708398357,22.304782584021904,68.5,58.701435810810814,638,74,,,,,,,2.0345578708398357,22.304782584021904,68.5,58.701435810810814,633,74,Female lover 1,07,1.8471704834524487,20.97830722071612,68.5,58.80025337837838,2642,528.4,5,5,362,72.4,"sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,458,458.0,1,1,74,74.0,,,,,,,,,,,,,,,,,,,,,,,,,"sop,vn,va,bs",456.0,456.0,1.0,1.0,66.0,66.0,,,,,,,,,,,,,457,457.0,1,1,74,74.0,1271,635.5,2,2,148,74.0,Empire,sop,1766
3,307,1231,Dem24M,Che_mai,Dem,Dircea,Padua,C-1,,,Baldassare Galuppi,1750s,93.0,36.0,18.0,2.0,2.0,8.0,4.0,"br,str","br,voice,str",2355,588.75,4,4,356,89.0,547,547.0,1,1,85,85.0,,,,,,,Dem24M-Che_mai-1758-Galuppi[3.07][1231].xml,Da capo,Female,"hn,vn,va,bs",,,,,Pietro Metastasio,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49840091936555575,8.57249581308756,61.38095238095238,59.111918604651166,506,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4852941176470589,5.9411764705882355,35.2,88.0,18.0,4.0,0.10927672955974843,0.4371069182389937,35.2,0.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,547.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49840091936555575,8.57249581308756,61.38095238095238,59.111918604651166,506.0,89.0,,,,,,,0.5278369074267261,9.078794807739689,61.38095238095238,59.565406976744185,655,89,,,,,,,0.5278369074267261,9.078794807739689,61.38095238095238,59.565406976744185,688,89,Female lover 1,07,0.6078410834652285,6.9468107717469545,52.65396825396825,65.07093023255814,2938,419.7142857142857,7,7,449,64.14285714285714,"hnI,hnII,sop,vnI,vnII,va,bs",,,,,,,,,,,,,,,,,,,,,,,,,506,506.0,1,1,89,89.0,,,,,,,,,,,,,36.0,18.0,2.0,2.0,8.0,4.0,,,,,,,"hn,sop,vn,va,bs",547.0,547.0,1.0,1.0,85.0,85.0,,,,,,,,,,,,,506,506.0,1,1,89,89.0,1343,671.5,2,2,178,89.0,Italy,sop,1758
