FileName,Scoring,SoundScoring,Instrumentation,Voices,FamilyScoring,FamilyInstrumentation,PartsCardinality,ScoringCardinality,Key,KeySignature,KeySignatureGrouped,Mode,Tempo,TimeSignature,TimeSignatureGrouped,TempoGrouped1,TempoGrouped2,SoundObNotes,SoundObSoundingMeasures,SoundObMeasures,SoundObSoundingDensity,SoundObDensity,FamilyWwNotes,FamilyWwSoundingMeasures,FamilyWwMeasures,FamilyWwSoundingDensity,FamilyWwDensity,Notes,SoundingMeasures,Measures,SoundingDensity,Density,AriaOpera,AriaLabel,AriaId,AriaTitle,Composer,Year,Decade,Act,Scene,ActAndScene
0,Dem01M-O_piu-1735-Leo[1.01][0430].xml,"obI,obII",ob,ob,,ww,ww,2,2,G,s,s,major,Allegro,4/4,simple duple,Allegro,Fast,492,130,218,3.7846153846153845,2.256880733944954,492,130,218,3.7846153846153845,2.256880733944954,492,130,218,3.7846153846153845,2.256880733944954,Dem,Dem01M,0430,O_piu,Leo,1735,1730s,1,01,101
