id,opera,aria,year,composer,Act,Scene,Act&Scene,City,Country,Character,Type,Form,Str,fl,ob,cl,fg,eh,hn,tp,tb,Timp,Ǝ ww,Ǝ brass,Ǝ perc,Ǝ ww + brass,Ǝ ww + perc,Ǝ brass + perc,str only,ww + str,brass + str,perc + str,ww+brass+str,ww+perc+str,brass+perc+str,ww+brass+perc+str,Ǝ fl ob,Ǝ fl cl,Ǝ fl fg,Ǝ ob cl,Ǝ ob fg,Ǝ cl fg,fl str,ob str,cl str,fg str,eh str,hn str,tpt str,tb str,timp str,fl ob str,fl cl str,fl fg str,fl eh str,fl hn str,fl tpt str,fl tb str,fl timp str,ob cl str,ob fg str,ob eh str,ob hn str,ob tpt str,ob tb str,ob timp str,cl fg str,cl eh str,cl hn str,cl tpt str,cl tb str,cl timp str,fg eh str,fg hn str,fg tpt str,fg tb str,fg timp str,eh hn str,eh tpt str,eh tb str,eh timp str,hn tpt str,hn tb str,hn timp str,tpt tb str,tpt timp str,tb timp str,fl ob cl str,fl ob fg str,fl ob eh str,fl ob hn str,fl ob tpt str,fl ob tb str,fl ob timp str,fl cl fg str,fl cl eh str,fl cl hn str,fl cl tpt str,fl cl tb str,fl cl timp str,fl fg eh str,fl fg hn str,fl fg tpt str,fl fg tb str,fl fg timp str,fl eh hn str,fl eh tpt str,fl eh tb str,fl eh timp str,fl hn tpt str,fl hn tb str,fl hn timp str,fl tpt tb str,fl tpt timp,fl tb timp str,ob cl fg str,ob cl eh str,ob cl hn str,ob cl tpt str,ob cl tb str,ob cl timp str,ob fg eh str,ob fg hn str,ob fg tpt str,ob fg tb str,ob fg timp str,ob eh hn str,ob eh tpt str,ob eh tb str,ob eh timp str,ob hn tpt str,ob hn tb str,ob hn timp str,ob tpt tb str,ob tpt timb,ob tb timp str,cl fg eh str,cl fg hn str,cl fg tpt str,cl fg tb str,cl fg timp str,cl eh hn str,cl eh tpt str,cl eh tb str,cl eh timp str,cl hn tpt str,cl hn tb str,cl hn timp str,cl tpt tb str,cl tpt timp,cl tb timp str,fg eh hn str,fg eh tpt str,fg eh tb str,fg eh timp str,fg hn tpt str,fg hn tb str,fg hn timp str,fg tpt tb str,fg tpt timp str,fg tb timp,eh hn tpt str,eh hn tb str,eh hn timp str,eh tpt tb str,eh tpt timp str,eh tb timp,hn tpt tb str,hn tpt timp str,hn tb timp str,tpt tb timp str,fl ob cl fg str,fl ob cl eh str,fl ob cl hn str,fl ob cl tpt str,fl ob cl tb str,fl ob cl timp str,fl ob fg eh str,fl ob fg hn str,fl ob fg tpt str,fl ob fg tb str,fl ob fg timp str,fl ob eh hn str,fl ob eh tpt str,fl ob eh tb str,fl ob eh timp str,fl ob hn tpt str,fl ob hn tb str,fl ob hn timp str,fl ob tpt tb str,fl ob tpt timp str,fl ob tb timp str,fl cl fg eh str,fl cl fg hn str,fl cl fg tpt str,fl cl fg tb str,fl cl fg timp str,fl cl eh hn str,fl cl eh tpt str,fl cl eh tb str,fl cl eh timp str,fl cl hn tpt str,fl cl hn tb str,fl cl hn timp str,fl cl tpt tb str,fl cl tpt timp str,fl cl tb timp str,fl fg eh hn str,fl fg eh tpt str,fl fg eh tb str,fl fg eh timp str,fl fg hn tpt str,fl fg hn tb str,fl fg hn timp str,fl fg tpt tb str,fl fg tpt timp str,fl fg tb timp str,fl eh hn tpt str,fl eh hn tb str,fl eh hn timp str,fl hn tpt tb str,fl hn tpt timp str ,fl tpt tb timp str,ob cl fg eh str,ob cl fg hn str,ob cl fg tpt str,ob cl fg tb str,ob cl fg timp str,ob cl eh hn str,ob cl eh tpt str,ob cl eh tb str,ob cl eh timp str,ob cl hn tpt str,ob cl hn tb str,ob cl hn timp str,ob cl tpt tb str,ob cl tpt timp str,ob cl tb timp str,ob fg eh hn str,ob fg eh tpt str,ob fg eh tb str,ob fg eh timp str,ob fg hn tpt str,ob fg hn tb str,ob fg hn timp str,ob fg tpt tb str,ob fg tpt timp str,ob fg tb timp str,ob eh hn tpt str,ob eh hn tb str,ob eh hn timp str,ob hn tpt tb str,ob hn tpt timp str ,ob tpt tb timp str,cl fg eh hn str,cl fg eh tpt str,cl fg eh tb str,cl fg eh timp str,cl fg hn tpt str,cl fg hn tb str,cl fg hn timp str,cl fg tpt tb str,cl fg tpt timp str,cl fg tb timp str,cl eh hn tpt str,cl eh hn tb str,cl eh hn timp str,cl hn tpt tb str,cl hn tpt timp str ,cl tpt tb timp str,fg eh hn tpt str,fg eh hn tb str,fg eh hn timp str,fg hn tpt tb str,fg hn tpt timp str ,fg tpt tb timp str,eh hn tpt tb str,eh hn tpt timp str ,eh tpt tb timp str,fl ob cl fg eh str,fl ob cl fg hn str,fl ob cl fg tpt str,fl ob cl fg tb str,fl ob cl fg timp str,fl ob cl eh hn str,fl ob cl eh tpt str,fl ob cl eh tb str,fl ob cl eh timp str,fl ob cl hn tpt str ,fl ob cl hn tb str,fl ob cl hn timp str,fl ob cl tpt tb str ,fl ob cl tpt timp str,fl ob cl tb timp str ,fl ob fg eh hn str,fl ob fg eh tpt str,fl ob fg eh tb str,fl ob fg eh timp str,fl ob fg hn tpt str,fl ob fg hn tb str,fl ob fg hn timp str,fl ob fg tpt tb syt,fl ob fg tpt timp str,fl ob fg tpt tib str,fl ob eh hn tpt str,fl ob eh hn tb str,fl ob eh hn timp str,fl ob eh tpt tb str,fl ob eh tpt timp str,fl ob eh tb timp str,fl ob hn tpt tb str,fl ob hn tpt timp str,fl ob hn tb timp str,fl ob tpt tb timp str,fl cl fg eh hn str,fl cl fg eh tpt str,fl cl fg eh tb str,fl cl fg eh timp str,fl cl fg hn tpt str,fl cl fg hn tb str,fl cl fg hn timp str,fl cl fg tpt tb str ,fl cl fg tpt timp str,fl cl fg tb timp str,fl cl eh hn tpt str,fl cl eh hn tb str,fl cl eh hn timp str,fl cl eh tpt tb str,fl cl eh tpt timp str,fl cl eh tb timp str,fl cl hn tpt tb str,fl cl hn tpt timp str,fl cl hn tb timp str,fl cl tpt tb timp str,fl fg eh hn tpt str,fl fg eh hn tb str,fl fg eh hn timp str,fl fg eh tpt tb str,fl fg eh tpt timb str,fl fg eh tb timb str,fl fg hn tpt tb str,fl fg hn tpt timp str,fl fg hn tb timp str,fl fg tpt tb timp str,fl eh hn tpt tb str,fl eh hn tpt timp str,fl eh hn tb timp str,fl eh tpt tb timp str,fl hn tpt tb timp str,ob cl fg eh hn str,ob cl fg eh tpt str,ob cl fg eh tb str,ob cl fg eh timp str,ob cl fg hn tpt str,ob cl fg hn tb str,ob cl fg hn timp str,ob cl fg tpt tb str ,ob cl fg tpt timp str,ob cl fg tb timp str,ob cl eh hn tpt str,ob cl eh hn tb str,ob cl eh hn timp str,ob cl eh tpt tb str,ob cl eh tpt timp str,ob cl eh tb timp str,ob cl hn tpt tb str,ob cl hn tpt timp str,ob cl hn tb timp str,ob cl tpt tb timp str,ob fg eh hn tpt str,ob fg eh hn tb str,ob fg eh hn timp str,ob fg eh tpt tb str,ob fg eh tpt timb str,ob fg eh tb timb str,ob fg hn tpt tb str,ob fg hn tpt timp str,ob fg hn tb timp str,ob fg tpt tb timp str,ob eh hn tpt tb str,ob eh hn tpt timp str,ob eh hn tb timp str,ob eh tpt tb timp str,ob hn tpt tb timp str,cl fg eh hn tpt str,cl fg eh hn tb str,cl fg eh hn timp str,cl fg eh tpt tb str,cl fg eh tpt timb str,cl fg eh tb timb str,cl fg hn tpt tb str,cl fg hn tpt timp str,cl fg hn tb timp str,cl fg tpt tb timp str,cl eh hn tpt tb str,cl eh hn tpt timp str,cl eh hn tb timp str,cl eh tpt tb timp str,cl hn tpt tb timp str,fg eh hn tpt tb str,fg eh hn tpt timp str,fg eh hn tb timp str,fg eh tpt tb timp str,fg hn tpt tb timp str,eh hn tpt tb timp str,fl ob cl fg eh hn str,fl ob cl fg eh tpt str,fl ob cl fg eh tb str,fl ob cl fg eh timp str,fl ob cl fg hn tpt str ,fl ob cl fg hn tb str,fl ob cl fg hn timp str,fl ob cl fg tpt tb str,fl ob cl fg tpt timp str,fl ob cl fg tb timp str,fl ob cl eh hn tpt str,fl ob cl eh hn tb str,fl ob cl eh hn timp str,fl ob cl eh tpt tb str,fl ob cl eh tpt timp str,fl ob cl eh tb timp str ,fl ob cl hn tpt tb str,fl ob cl hn tpt timp str,fl ob cl hn tb timp str ,fl ob cl tpt tb timp str,fl ob fg eh hn tpt str,fl ob fg eh hn tb str,fl ob fg eh hn timp str,fl ob fg eh tpt tb str,fl ob fg eh tpt timp str,fl ob fg eh tb timp str ,fl ob fg hn tpt tb str,fl ob fg hn tpt timp str,fl ob fg hn tb timp str,fl ob fg tpt tb timp str,fl ob eh hn tpt tb str,fl ob eh hn tpt timb str,fl ob eh tpt tb timp str,fl ob hn tpt tb timp str,fl cl fg eh hn tpt str,fl cl fg eh hn tb str,fl cl fg eh hn timp str,fl cl fg eh tpt tb str,fl cl fg eh tpt timp str,fl cl fg eh tb timp str ,fl cl fg hn tpt tb str,fl cl fg hn tpt timp str,fl cl fg hn tb timp str,fl cl fg tpt tb timp str,fl cl eh hn tpt tb str,fl cl eh hn tpt timb str,fl cl eh tpt tb timp str,fl cl hn tpt tb timp str,fl fg eh hn tpt tb str,fl fg eh hn tpt timb str,fl fg eh tpt tb timp str,fl fg hn tpt tb timp str,fl eh hn tpt tb timp str,ob cl fg eh hn tpt str,ob cl fg eh hn tb str,ob cl fg eh hn timp str,ob cl fg eh tpt tb str,ob cl fg eh tpt timp str,ob cl fg eh tb timp str ,ob cl fg hn tpt tb str,ob cl fg hn tpt timp str,ob cl fg hn tb timp str,ob cl fg tpt tb timp str,ob cl eh hn tpt tb str,ob cl eh hn tpt timb str,ob cl eh tpt tb timp str,ob cl hn tpt tb timp str,ob fg eh hn tpt tb str,ob fg eh hn tpt timb str,ob fg eh tpt tb timp str,ob fg hn tpt tb timp str,ob eh hn tpt tb timp str,cl fg eh hn tpt tb str,cl fg eh hn tpt timb str,cl fg eh tpt tb timp str,cl fg hn tpt tb timp str,cl eh hn tpt tb timp str,fg eh hn tpt tb timp str,fl ob cl fg eh hn tpt str,fl ob cl fg eh hn tb str,fl ob cl fg eh hn timp str,fl ob cl fg eh tpt tb str,fl ob cl fg eh tpt timp str,fl ob cl fg eh tb timp str,fl ob cl fg hn tpt tb str,fl ob cl fg hn tpt timp str,fl ob cl fg tpt tb timp str,fl ob cl eh hn tpt tb str,fl ob cl eh hn tpt timp str ,fl ob cl eh hn tb timp str,fl ob cl eh tpt tb timp str,fl ob cl hn tpt tb timp str,fl ob fg eh hn tpt tb str ,fl ob fg eh hn tpt timp str ,fl ob fg hn tpt tb timp str ,fl ob eh hn tpt tb timp str ,fl cl fg eh hn tpt tb str ,fl cl fg eh hn tpt timp str ,fl cl fg hn tpt tb timp str ,fl cl eh hn tpt tb timp str ,fl fg eh hn tpt tb timp str ,ob cl fg eh hn tpt tb str ,ob cl fg eh hn tpt timp str ,ob cl fg hn tpt tb timp str ,ob cl eh hn tpt tb timp str ,ob fg eh hn tpt tb timp str ,cl fg eh hn tpt tb timp str ,fl ob cl fg eh hn tpt tb str,fl ob cl fg eh hn tpt timp str,fl ob cl fg eh hn tb timp str,fl ob cl fg eh tpt tb timp str,fl ob cl fg hn tpt tb timp str,fl ob cl eh hn tpt tb timp str,fl ob fg eh hn tpt tb timp str,fl cl fg eh hn tpt tb timp str,ob cl fg eh hn tpt tb timp str,fl ob cl fg eh hn tpt tb timp str
0001,Did03M,Son_regina,1724,Sarro,1,5,105,Naples,Italy,Didone,Female lover 1,Al segno,1,,1,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0002,Did12M,Non_ha,1770,Piccinni,1,18,118,Rome,Italy,Didone,Female lover 1,Al segno,1,,,,,,1,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0003,Did12M,Non_ha,1724,Sarro,1,17,117,Naples,Italy,Didone,Female lover 1,Da capo,1,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0004,Did01M,Dovrei_ma,1730,Sarro,1,2,102,Naples,Italy,Enea,Male lover 1,recit,1,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0005,Did02M,Diro_che,1730,Sarro,1,3,103,Naples,Italy,Selene,Female lover 2,Al segno,1,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0006,Did03M,Son_regina,1730,Sarro,1,5,105,Naples,Italy,Didone,Female lover 1,Al segno,1,,1,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0007,Did12M,Non_ha,1730,Sarro,1,17,117,Naples,Italy,Didone,Female lover 1,Al segno,1,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
