AriaId,AriaLabel,AriaName,Year,Composer,Librettist,Act,Scene,ActAndScene,Form,Role,RoleType,City,Territory
0503,Dem,Se_tronca,1734,Schiassi,M,2,3,203,Al segno,Demofoonte,Senior ruler,Venice,Italy
0504,Dem,E_soccorso,1734,Schiassi,M,2,4,204,Al segno,Matusio,Antagonist,Venice,Italy
0505,Dem,Se_ti,1775,Myslivecek,X,3,1,301,ABA,Adrasto,Confidant,Naples,Italy
0506,Did,Ah_non_lasciarmi,,Galuppi,M,,,,Al segno,Didone,Female lover 1,,
0507,Dem,Prudente_mi,1743,Jommelli,M,2,2,202,Da capo,Timante,Male lover 1,Padova,Italy
0508,Dem,Se_tronca,1743,Jommelli,M,2,3,203,Da capo,Demofoonte,Senior ruler,Padova,Italy
0509,Dem,No_non,1743,Jommelli,M,2,7,207,Da capo,Cherinto,Male lover 2,Padova,Italy
0510,Dem,Se_ardire,1775,Myslivecek,M,1,14,114,ABAB,Timante,Male lover 1,Naples,Italy
0511,Dem,La_destra,1775,Myslivecek,M,2,10,210,ABC,Dircea&Timante,,Naples,Italy
0512,Dem,Lempia_mia,1734,Schiassi,M,2,6,206,Al segno,Dircea,Female lover 1,Venice,Italy
0513,Dem,No_non,1734,Schiassi,M,2,7,207,Al segno,Cherinto,Male lover 2,Venice,Italy
0514,Dem,Felice_eta,1734,Schiassi,M,2,8,208,Al segno,Creusa,Female lover 2,Venice,Italy
0515,Did,Fosca_nube,,Galuppi,M,,,,Al segno,Iarba,Male lover 2,,
0516,Did,La_caduta,,Galuppi,M,,,,AA',Iarba,Male lover 2,,
0517,Dem,O_piu,1766,Bernasconi,M,1,1,101,Al segno,Matusio,Antagonist,Munich,Empire
0518,Dem,In_te,1766,Bernasconi,M,1,2,102,Al segno,Dircea,Female lover 1,Munich,Empire
0519,Dem,Per_lei,1766,Bernasconi,M,1,3,103,Al segno,Demofoonte,Senior ruler,Munich,Empire
0520,Dem,Sperai_vicino,1766,Bernasconi,M,1,4,104,Al segno,Timante,Male lover 1,Munich,Empire
0521,Dem,Tintendo_ingrata,1766,Bernasconi,M,1,5,105,AA',Cherinto,Male lover 2,Munich,Empire
0522,Dem,Non_curo,1766,Bernasconi,M,1,6,106,Al segno,Creusa,Female lover 2,Munich,Empire
0523,Dem,Il_suo,1766,Bernasconi,M,1,8,108,Al segno,Cherinto,Male lover 2,Munich,Empire
0524,Dem,Padre_perdona,1766,Bernasconi,M,1,12,112,Da capo,Dircea,Female lover 1,Munich,Empire
0525,Dem,Se_ardire,1766,Bernasconi,M,1,13,113,Da capo,Timante,Male lover 1,Munich,Empire
0526,Dem,Tu_sai,1766,Bernasconi,M,2,1,201,Al segno,Creusa,Female lover 2,Munich,Empire
0527,Dem,Prudente_mi,1766,Bernasconi,M,2,2,202,Al segno,Timante,Male lover 1,Munich,Empire
0528,Dem,E_soccorso,1766,Bernasconi,M,2,4,204,Al segno,Matusio,Antagonist,Munich,Empire
0529,Dem,No_non,1766,Bernasconi,M,2,7,207,Al segno,Cherinto,Male lover 2,Munich,Empire
0530,Dem,Perfidi_gia,1766,Bernasconi,M,2,10,210,Al segno,Demofoonte,Senior ruler,Munich,Empire
0531,Dem,La_destra,1766,Bernasconi,M,2,11,211,Da capo,Dircea&Timante,,Munich,Empire
0532,Dem,Non_odi,1766,Bernasconi,M,3,1,301,Al segno,Adrasto,Confidant,Munich,Empire
0533,Dem,Nel_tuo,1766,Bernasconi,M,3,2,302,Al segno,Cherinto,Male lover 2,Munich,Empire
0534,Dem,Ah_che,1766,Bernasconi,M,3,3,303,Al segno,Matusio,Antagonist,Munich,Empire
0535,Dem,Odo_il,1766,Bernasconi,M,3,6,306,Al segno,Demofoonte,Senior ruler,Munich,Empire
0536,Dem,Che_mai,1766,Bernasconi,M,3,7,307,Da capo,Dircea,Female lover 1,Munich,Empire
0537,Dem,Non_dura,1766,Bernasconi,M,3,8,308,Al segno,Creusa,Female lover 2,Munich,Empire
0538,Dem,Felice_eta,1743,Jommelli,M,2,8,208,Da capo,Creusa,Female lover 2,Padova,Italy
0539,Dem,Perfidi_gia,1743,Jommelli,M,2,10,210,Da capo,Demofoonte,Senior ruler,Padova,Italy
0540,Dem,O_piu,1748,Hasse,M,1,1,101,Al segno,Matusio,Antagonist,Dresden,Empire
0541,Dem,In_te,1748,Hasse,M,1,2,102,Al segno,Dircea,Female lover 1,Dresden,Empire
0542,Dem,Prudente_mi,1748,Hasse,M,2,2,202,Al segno,Timante,Male lover 1,Dresden,Empire
0543,Dem,La_destra,1754,Manna,M,2,12,212,Da capo,Dircea&Timante,,Turin,Italy
0544,Dem,Prudente_mi,1754,Manna,M,2,2,202,Da capo,Timante,Male lover 1,Turin,Italy
0545,Dem,Nel_tuo,1754,Manna,M,3,2,302,Da capo,Cherinto,Male lover 2,Turin,Italy
0546,Dem,Parto_oh_dio,1754,Manna,X,3,3,303,ABA,Matusio,Antagonist,Turin,Italy
0547,Dem,Odo_il,1754,Manna,M,3,6,306,Al segno,Demofoonte,Senior ruler,Turin,Italy
0548,Dem,Che_mai,1754,Manna,M,3,7,307,Da capo,Dircea,Female lover 1,Turin,Italy
0549,Dem,Perfidi_gia,1734,Schiassi,M,2,10,210,Al segno,"Dircea,Timante&Demofoonte",Secondo uomo,Venice,Italy
0550,Dem,Non_odi,1734,Schiassi,M,3,1,301,Al segno,Adrasto,Confidant,Venice,Italy
0551,Dem,Nel_tuo,1734,Schiassi,M,3,2,302,Al segno,Cherinto,Male lover 2,Venice,Italy
0552,Dem,Misero_pargoletto,1734,Schiassi,M,3,5,305,Al segno,Timante,Male lover 1,Venice,Italy
0553,Dem,Odo_il,1734,Schiassi,M,3,6,306,Al segno,Demofoonte,Senior ruler,Venice,Italy
0554,Dem,Che_mai,1734,Schiassi,M,3,7,307,Al segno,Dircea,Female lover 1,Venice,Italy
0555,Dem,Non_dura,1734,Schiassi,M,3,8,308,Al segno,Creusa,Female lover 2,Venice,Italy
0556,Dem,Non_dura,1748,Hasse,M,3,8,308,Al segno,Creusa,Female lover 2,Dresden,Empire
0557,Dem,Per_lei,1754,Manna,M,1,4,104,Da capo,Demofoonte,Senior ruler,Turin,Italy
0558,Dem,Tu_sai,1754,Manna,M,2,1,201,Da capo,Creusa,Female lover 2,Turin,Italy
0559,Dem,Perfidi_gia,1754,Manna,M,2,10,210,Al segno,Demofoonte,Senior ruler,Turin,Italy
0560,Dem,Non_odi,1754,Manna,M,3,1,301,Da capo,Adrasto,Confidant,Turin,Italy
0561,Dem,O_piu,1758,Hasse,M,1,1,101,Al segno,Matusio,Antagonist,Naples,Italy
0562,Dem,In_te,1758,Hasse,M,1,2,102,Al segno,Dircea,Female lover 1,Naples,Italy
0563,Dem,Per_lei,1758,Hasse,M,1,3,103,Al segno,Demofoonte,Senior ruler,Naples,Italy
0564,Dem,Sperai_vicino,1758,Hasse,M,1,4,104,Al segno,Timante,Male lover 1,Naples,Italy
0565,Dem,Non_curo,1758,Hasse,M,1,7,107,Al segno,Creusa,Female lover 2,Naples,Italy
0566,Dem,Il_suo,1758,Hasse,M,1,8,108,Al segno,Cherinto,Male lover 2,Naples,Italy
0567,Dem,Padre_perdona,1758,Hasse,M,1,10,110,ABA,Dircea,Female lover 1,Naples,Italy
0568,Dem,Per_lei_mi,1758,Hasse,X,1,11,111,Al segno,Timante,Male lover 1,Naples,Italy
0569,Dem,Tu_sai,1758,Hasse,M,2,1,201,Al segno,Creusa,Female lover 2,Naples,Italy
0570,Dem,Prudente_mi,1758,Hasse,M,2,2,202,Al segno,Timante,Male lover 1,Naples,Italy
0571,Dem,Se_tronca,1758,Hasse,M,2,3,203,Al segno,Demofoonte,Senior ruler,Naples,Italy
0572,Dem,No_non,1758,Hasse,M,2,7,207,Da capo,Cherinto,Male lover 2,Naples,Italy
0573,Dem,Felice_eta,1758,Hasse,M,2,8,208,Al segno,Creusa,Female lover 2,Naples,Italy
0574,Dem,Perfidi_gia,1758,Hasse,M,2,10,210,Al segno,Demofoonte,Senior ruler,Naples,Italy
0575,Dem,La_destra,1758,Hasse,M,2,11,211,Da capo,Dircea&Timante,,Naples,Italy
0576,Dem,Non_odi,1758,Hasse,M,3,1,301,Da capo,Adrasto,Confidant,Naples,Italy
0577,Dem,Nel_tuo,1758,Hasse,M,3,2,302,,Cherinto,Male lover 2,Naples,Italy
0578,Dem,Odo_il,1758,Hasse,M,3,6,306,Al segno,Demofoonte,Senior ruler,Naples,Italy
0579,Dem,Che_mai,1758,Hasse,M,3,7,307,Da capo,Dircea,Female lover 1,Naples,Italy
0580,Dem,Il_suo,1771,Sarti,M,1,8,108,Al segno,Cherinto,Male lover 2,Copenhagen,Denmark
0581,Dem,E_soccorso,1771,Sarti,M,2,4,204,Al segno,Matusio,Antagonist,Copenhagen,Denmark
0582,Dem,No_non,1771,Sarti,M,2,7,207,Al segno,Cherinto,Male lover 2,Copenhagen,Denmark
0583,Dem,O_piu,1743,Gluck,M,1,1,101,Al segno,Matusio,Antagonist,Milan,Italy
0584,Dem,In_te,1743,Gluck,M,1,2,102,Al segno,Dircea,Female lover 1,Milan,Italy
0585,Dem,Per_lei,1743,Gluck,M,1,3,103,Da capo,Demofoonte,Senior ruler,Milan,Italy
0586,Dem,Sperai_vicino,1743,Gluck,M,1,4,104,Da capo,Timante,Male lover 1,Milan,Italy
0587,Dem,Tintendo_ingrata,1743,Gluck,M,1,5,105,Da capo,Cherinto,Male lover 2,Milan,Italy
0588,Dem,Non_curo,1743,Gluck,M,1,6,106,Al segno,Creusa,Female lover 2,Milan,Italy
0589,Dem,Il_suo,1743,Gluck,M,1,8,108,Da capo,Cherinto,Male lover 2,Milan,Italy
0590,Dem,Padre_perdona,1743,Gluck,M,1,12,112,Al segno,Dircea,Female lover 1,Milan,Italy
0591,Dem,Tu_sai,1743,Gluck,M,2,1,201,Da capo,Creusa,Female lover 2,Milan,Italy
0592,Dem,Prudente_mi,1743,Gluck,M,2,3,203,Da capo,Timante,Male lover 1,Milan,Italy
0593,Dem,Se_tronca,1743,Gluck,M,2,4,204,Al segno,Demofoonte,Senior ruler,Milan,Italy
0594,Dem,E_soccorso,1743,Gluck,M,2,5,205,Da capo,Matusio,Antagonist,Milan,Italy
0595,Dem,Se_tutti,1743,Gluck,M,2,7,207,Da capo,Dircea,Female lover 1,Milan,Italy
0596,Dem,No_non,1743,Gluck,M,2,8,208,Da capo,Cherinto,Male lover 2,Milan,Italy
0597,Dem,Felice_eta,1743,Gluck,M,2,9,209,Da capo,Creusa,Female lover 2,Milan,Italy
0598,Dem,Ah_che,1743,Gluck,M,3,3,303,Da capo,Matusio,Antagonist,Milan,Italy
0599,Dem,Misero_pargoletto,1743,Gluck,M,3,5,305,Al segno,Timante,Male lover 1,Milan,Italy
0600,Dem,Che_mai,1743,Gluck,M,3,7,307,Da capo,Dircea,Female lover 1,Milan,Italy
0601,Dem,Nel_tuo,1743,Gluck,M,3,2,302,Al segno,Cherinto,Male lover 2,Milan,Italy
0602,Dem,Non_dura,1743,Gluck,M,3,8,308,Da capo,Creusa,Female lover 2,Milan,Italy
0603,Dem,Non_odi,1743,Gluck,M,3,1,301,Da capo,Adrasto,Confidant,Milan,Italy
0604,Dem,Odo_il,1743,Gluck,M,3,6,306,Da capo,Demofoonte,Senior ruler,Milan,Italy
0605,Dem,Gemo_in,1743,Gluck,X,1,13,113,Al segno,Timante,Male lover 1,Milan,Italy
0606,Dem,La_destra,1743,Gluck,M,2,12,212,Da capo,Dircea&Timante,"Female lover 1,Male lover 1",Milan,Italy
0607,Dem,Non_e_ver,1743,Gluck,M,2,2,202,Da capo,Adrasto,Confidant,Milan,Italy
0608,Dem,Per_lei,1748,Hasse,M,1,3,103,Al segno,Demofoonte,Senior ruler,Dresden,Empire
0609,Dem,Che_mai,1748,Hasse,M,3,7,307,Da capo,Dircea,Female lover 1,Dresden,Empire
0610,Dem,Non_curo,1748,Hasse,M,1,7,107,Al segno,Creusa,Female lover 2,Dresden,Empire
0611,Dem,No_non,1754,Manna,M,2,8,208,Da capo,Cherinto,Male lover 2,Turin,Italy
0612,Dem,Se_tronca,1754,Manna,M,2,3,203,Da capo,Demofoonte,Senior ruler,Turin,Italy
0613,Dem,O_piu,1761,Piccinni,M,1,1,101,Al segno,Matusio,Antagonist,Reggio Emilia,Italy
0614,Dem,In_te,1761,Piccinni,M,1,2,102,Al segno,Dircea,Female lover 1,Reggio Emilia,Italy
0615,Dem,Per_lei,1761,Piccinni,M,1,3,103,Da capo,Demofoonte,Senior ruler,Reggio Emilia,Italy
0616,Dem,Sperai_vicino,1761,Piccinni,M,1,4,104,Al segno,Timante,Male lover 1,Reggio Emilia,Italy
0617,Dem,Parto_crudel,1761,Piccinni,X,1,5,105,Al segno,Cherinto,Male lover 2,Reggio Emilia,Italy
0618,Dem,Piu_non,1761,Piccinni,X,1,7,107,Al segno,Creusa,Female lover 2,Reggio Emilia,Italy
0619,Dem,Di_quel,1761,Piccinni,X,1,8,108,Da capo,Cherinto,Male lover 2,Reggio Emilia,Italy
0620,Dem,Se_ardire,1761,Piccinni,M,1,13,113,Da capo,Timante,Male lover 1,Reggio Emilia,Italy
0621,Dem,Padre_perdona,1761,Piccinni,M,1,12,112,Da capo,Dircea,Female lover 1,Reggio Emilia,Italy
0622,Dem,Prudente_mi,1761,Piccinni,M,2,2,202,Da capo,Timante,Male lover 1,Reggio Emilia,Italy
0623,Dem,Del_genitor,1761,Piccinni,X,2,4,204,Al segno,Demofoonte,Senior ruler,Reggio Emilia,Italy
0624,Dem,E_soccorso,1761,Piccinni,M,2,5,205,Al segno,Matusio,Antagonist,Reggio Emilia,Italy
0625,Dem,La_destra,1761,Piccinni,M,2,12,212,Al segno,"Dircea,Timante","Female lover 1,Male lover 1",Reggio Emilia,Italy
0626,Dem,Se_potesse,1761,Piccinni,X,2,7,207,ABA,Dircea,Female lover 1,Reggio Emilia,Italy
0627,Dem,No_non,1761,Piccinni,M,2,8,208,Al segno,Cherinto,Male lover 2,Reggio Emilia,Italy
0628a,Dem,Si_tintendo,1761,Piccinni,X,2,9,209,Al segno,Creusa,Female lover 2,Reggio Emilia,Italy
0628b,Dem,Non_temer,1761,Piccinni,X,2,9,209,Al segno,Creusa,Female lover 2,Reggio Emilia,Italy
0629,Dem,Perfidi_gia,1761,Piccinni,M,2,11,211,Da capo,Demofoonte,Senior ruler,Reggio Emilia,Italy
0630,Dem,Non_odi,1761,Piccinni,M,3,1,301,Da capo,Adrasto,Confidant,Reggio Emilia,Italy
0631,Dem,Di_speme,1761,Piccinni,X,3,2,302,Al segno,Cherinto,Male lover 2,Reggio Emilia,Italy
0632,Dem,E_cessato,1761,Piccinni,X,3,3,303,AA',Matusio,Antagonist,Reggio Emilia,Italy
0633,Dem,Non_dura,1761,Piccinni,M,3,7,307,Al segno,Creusa,Female lover 2,Reggio Emilia,Italy
0634,Dem,Perche_perche,1761,Piccinni,X,3,8,308,Da capo,Dircea,Female lover 1,Reggio Emilia,Italy
0635,Ale,E_prezzo,1730,Vinci,M,1,1,101,Da capo,Gandarte,Male lover 3,Rome,Italy
0636,Ale,Vedrai_con,1730,Vinci,M,1,2,102,Al segno,Poro,Male lover 1,Rome,Italy
0637,Ale,Vil_trofeo,1730,Vinci,M,1,3,103,Da capo,Alessandro,Male lover 2,Rome,Italy
0638,Ale,Chi_vive,1730,Vinci,M,1,4,104,Da capo,Erissena,Female lover 2,Rome,Italy
0639,Ale,O_sugli,1730,Vinci,M,1,5,105,Da capo,Timagene,Antagonist,Rome,Italy
0640,Ale,Se_mai,1730,Vinci,M,1,6,106,A,Poro,Male lover 1,Rome,Italy
0641,Ale,Se_mai,1730,Vinci,M,1,7,107,Da capo,Cleofide,Female lover 1,Rome,Italy
0642,Ale,Se_possono,1730,Vinci,M,1,8,108,Da capo,Poro,Female lover 2,Rome,Italy
0643,Ale,Compagni nell,1730,Vinci,M,1,9,109,Da capo,Erissena,Female lover 2,Rome,Italy
0644,Ale,Voi_che,1730,Vinci,M,1,10,110,Da capo,Gandarte,Male lover 3,Rome,Italy
0645,Ale,Se_amore,1730,Vinci,M,1,15,115,Da capo,Alessandro,Male lover 2,Rome,Italy
0646,Ale,Se_mai,1730,Vinci,M,1,16,116,Da capo,"Cleofide,Poro","Female lover 1,Male lover 1",Rome,Italy
0647,Ale,Non_sarei,1730,Vinci,M,2,3,203,Da capo,Erissena,Female lover 2,Rome,Italy
0648,Ale,Senza_procelle,1730,Vinci,M,2,4,204,Al segno,Poro,Male lover 1,Rome,Italy
0649,Ale,Dun_barbaro,1730,Vinci,M,2,8,208,Da capo,Alessandro,Male lover 2,Rome,Italy
0650,Ale,Digli_che,1730,Vinci,M,2,9,209,Da capo,Cleofide,Female lover 1,Rome,Italy
0651,Ale,Destrier_che,1730,Vinci,M,2,10,210,Al segno,Poro,Female lover 2,Rome,Italy
0652,Ale,E_ver,1730,Vinci,M,2,11,211,Da capo,Timagene,Antagonist,Rome,Italy
0653,Ale,Se_e,1730,Vinci,M,2,13,213,Da capo,Alessandro,Male lover 2,Rome,Italy
0654,Ale,Se_il,1730,Vinci,M,2,14,214,Da capo,"Cleofide,Poro","Female lover 1,Male lover 1",Rome,Italy
0655,Ale,Se_viver,1730,Vinci,M,2,15,215,Da capo,Gandarte,Male lover 3,Rome,Italy
0656,Ale,Di_rendermi,1730,Vinci,M,2,16,216,Da capo,Erissena,Female lover 2,Rome,Italy
0657,Ale,Risveglia_lo,1730,Vinci,M,3,1,301,Da capo,Poro,Male lover 1,Rome,Italy
0658,Ale,Se_troppo,1730,Vinci,M,3,4,304,Da capo,"Cleofide,Poro","Female lover 1,Male lover 1",Rome,Italy
0659,Ale,Come_il,1730,Vinci,M,3,5,305,Da capo,Erissena,Female lover 2,Rome,Italy
0660,Ale,Serbati_a,1730,Vinci,M,3,6,306,Da capo,Alessandro,Male lover 2,Rome,Italy
0661,Ale,Dove_si,1730,Vinci,M,3,9,309,Da capo,Poro,Male lover 1,Rome,Italy
0662,Ale,Mio_ben,1730,Vinci,M,3,10,310,Da capo,Gandarte,Male lover 3,Rome,Italy
0663,Ale,Son_confusa,1730,Vinci,M,3,11,311,Da capo,Erissena,Female lover 2,Rome,Italy
0664,Ale,Ombra_dell,1730,Vinci,M,3,12,312,AA',Cleofide,Female lover 1,Rome,Italy
0665,Did,Veggio_la,,Galuppi,M,,,,Al segno,Selene,Female lover 2,,
0666,Did,A-trionfar,,Galuppi,M,,,,Al segno,Enea,Male lover 1,,
0667,Did,Diro_che,1764,Galuppi,M,1,3,103,Al segno,Selene,Female lover 2,Venice,Italy
0668,Ale,E_prezzo,1755,Galuppi,M,1,1,101,Da capo,Gandarte,Male lover 3,Venice,Italy
0669,Ale,Vedrai_con,1755,Galuppi,M,1,2,102,Da capo,Poro,Male lover 1,Venice,Italy
0670,Ale,Vil_trofeo,1755,Galuppi,M,1,3,103,Al segno,Alessandro,Male lover 2,Venice,Italy
0671,Ale,Chi_vive,1755,Galuppi,M,1,4,104,Al segno,Erissena,Female lover 2,Venice,Italy
0672,Ale,O_sugli,1755,Galuppi,M,1,5,105,Al segno,Timagene,Antagonist,Venice,Italy
0673,Ale,Se_mai,1755,Galuppi,M,1,6,106,A,Poro,Male lover 1,Venice,Italy
0674,Ale,Se_mai,1755,Galuppi,M,1,7,107,Al segno,Cleofide,Female lover 1,Venice,Italy
0675,Ale,Se_possono,1755,Galuppi,M,1,9,109,Al segno,Poro,Male lover 1,Venice,Italy
0676,Ale,Non_va,1755,Galuppi,X,1,11,111,Al segno,Gandarte,Male lover 3,Venice,Italy
0677,Ale,Se_amore,1755,Galuppi,M,1,15,115,Al segno,Alessandro,Male lover 2,Venice,Italy
0678,Ale,Se_mai,1755,Galuppi,M,1,16,116,ABA,"Cleofide,Poro","Female lover 1,Male lover 1",Venice,Italy
0679,Ale,Frangi_la,1755,Galuppi,X,2,2,202,Al segno,Gandarte,Male lover 3,Venice,Italy
0680,Ale,Non_sarei,1755,Galuppi,M,2,4,204,Al segno,Erissena,Female lover 2,Venice,Italy
0681,Ale,Se_vuol,1755,Galuppi,X,2,8,208,Al segno,Alessandro,Male lover 2,Venice,Italy
0682,Ale,Digli_che,1755,Galuppi,M,2,9,209,AA',Cleofide,Female lover 1,Venice,Italy
0683,Ale,Destrier_che,1755,Galuppi,M,2,10,210,Al segno,Poro,Male lover 1,Venice,Italy
0684,Did,Tu_mi_scorgi,1764,Galuppi,M,1,6,106,ABA,Osmida,Antagonist,Venice,Italy
0685,Did,Fra_lo,1764,Galuppi,M,1,7,107,Al segno,Iarba,Male lover 2,Venice,Italy
0686,Did,Se_dalle,1764,Galuppi,M,1,8,108,Al segno,Araspe,Male lover 3,Venice,Italy
0687,Did,Tu_mi_disarmi,1764,Galuppi,M,1,16,116,ABA,Iarba,Male lover 2,Venice,Italy
0688,Did,Pensa_che,1764,Galuppi,M,2,1,201,ABA,Osmida,Antagonist,Venice,Italy
0689,Did,Nel_duol,1764,Galuppi,M,3,6,306,ABA,Selene,Female lover 2,Venice,Italy
