AriaId,AriaLabel,AriaName,Year,Composer,Librettist,Act,Scene,ActAndScene,Form,Role,RoleType,City,Territory
0249,Did,Non_so,1753,Perez,a,2,4,204,Al segno,Araspe,Male lover 3,Genova,Italy
0250,Did,Vedi_nel,1753,Perez,M,2,7,207,Al segno,Enea,Male lover 1,Genova,Italy
0251,Did,Quando_saprai,1763,Traetta,M,1,10,110,Da capo,Enea,Male lover 1,Venice,Italy
0252,Did,Fosca_nube,1753,Perez,M,2,8,208,Da capo,Iarba,Male lover 2,Genova,Italy
0253,Did,Nell_affano,1753,Perez,X,2,11,211,Al segno,Enea,Male lover 1,Genova,Italy
0254,Did,Io_veggo,1739,Lampugnani,m,2,18,218,Al segno,Didone,Female lover 1,Padova,Italy
0255,Did,Fra_tutte,1753,Perez,X,2,12,212,Al segno,Selene,Female lover 2,Genova,Italy
0256,Did,Chiamami_pur,1753,Perez,M,2,15,215,Al segno,Iarba,Male lover 2,Genova,Italy
0257,Did,Dovrei_ma,1762,Sarti,M,1,2,102,recit,Enea,Male lover 1,Copenhagen,Denmark
0258,Did,Infelice_abbandonata,1753,Perez,X,2,16,216,Al segno,Didone,Female lover 1,Genova,Italy
0259,Did,Tu_mi_scorgi,1762,Sarti,M,1,6,106,Al segno,Osmida,Antagonist,Copenhagen,Denmark
0260,Did,Son_quel,1762,Sarti,M,1,12,112,Da capo,Iarba,Male lover 2,Copenhagen,Denmark
0261,Did,Teneri_affetti,1753,Perez,X,3,7,307,Al segno,Enea,Male lover 1,Genova,Italy
0262,Did,Se_dalle,1762,Sarti,M,1,7,107,Da capo,Araspe,Male lover 3,Copenhagen,Denmark
0263,Did,Chel_nocchier,1753,Perez,X,3,3,303,Al segno,Araspe,Male lover 3,Genova,Italy
0264,Did,Ardi_per,1762,Sarti,M,2,1,201,Da capo,Selene,Female lover 2,Copenhagen,Denmark
0265,Did,Non_cede,1762,Sarti, ,1,16,116,Al segno,Enea,Male lover 1,Copenhagen,Denmark
0266,Did,Vado_ma,1753,Perez,M,3,20,320,recit,Didone,Female lover 1,Genova,Italy
0267,Did,Va_crescendo,1753,Perez,M,3,9,309,AA ,Didone,Female lover 1,Genova,Italy
0268,Did,Nel_duol,1753,Perez,M,3,8,308,Al segno,Selene,Female lover 2,1751,Perez
0269,Did,La_caduta,1762,Sarti,M,3,2,302,A,Iarba,Male lover 2,Copenhagen,Denmark
0270,Did,Fosca_nube,1762,Sarti,M,2,5,205,Da capo,Iarba,Male lover 2,Copenhagen,Denmark
0271,Did,Quando_saprai,1762,Sarti,M,1,9,109,Al segno,Enea,Male lover 1,Copenhagen,Denmark
0272,Did,Quando_londa,1762,Sarti,M,3,4,304,Da capo,Osmida,Antagonist,Copenhagen,Denmark
0273,Did,Vado_ma,1762,Sarti,M,3,18,318,recit,Didone,Female lover 1,Copenhagen,Denmark
0274,Did,A_trionfar,1762,Sarti,M,3,5,305,Al segno,Enea,Male lover 1,Copenhagen,Denmark
0275,Did,Io_damor,1762,Sarti,M,3,6,306,Al segno,Selene,Female lover 2,Copenhagen,Denmark
0276,Did,Va_crescendo,1762,Sarti,M,3,6,306,A,Didone,Female lover 1,Copenhagen,Denmark
0277,Did,Tormento_il,1762,Sarti,M,2,8,208,Al segno,Enea,Male lover 1,Copenhagen,Denmark
0278,Did,Chiamami_pur,1762,Sarti,M,2,14,214,AA,Iarba,Male lover 2,Copenhagen,Denmark
0279,Did,Vado_ma,1768,Boroni,M,3,15,315,recit,Didone,Female lover 1,Prague,Empire
0280,Did,Dovrei_ma,1768,Boroni,M,1,2,102,AA ,Enea,Male lover 1,Prague,Empire
0281,Did,Tu_mi_scorgi,1768,Boroni,M,1,6,106,Al segno,Osmida,Antagonist,Prague,Empire
0282,Did,Fra_lo,1768,Boroni,M,1,7,107,Al segno,Iarba,Male lover 2,Prague,Empire
0283,Did,Quando_saprai,1768,Boroni,M,1,10,110,Al segno,Enea,Male lover 1,Prague,Empire
0284,Did,Infelice_e,1768,Boroni,M,1,13,113,Al segno,Araspe,Male lover 3,Prague,Empire
0285,Did,Dovrei_ma,1769,Majo,M,1,3,103,AA ,Enea,Male lover 1,Venice,Italy
0286,Did,Tacero_se,1762,Sarti,M,2,7,207,Al segno,Araspe,Male lover 3,Copenhagen,Denmark
0287,Did,Tu_mi_disarmi,1768,Boroni,M,1,13,113,Al segno,Iarba,Male lover 2,Prague,Empire
0288,Did,Pensa_che,1768,Boroni,M,2,1,201,AAA,Osmida,Antagonist,Prague,Empire
0289,Did,Ogni_amator,1762,Sarti,M,2,9,209,Al segno,Selene,Female lover 2,Copenhagen,Denmark
0290,Did,Tacero_se,1768,Boroni,M,2,9,209,ABABA,Araspe,Male lover 3,Prague,Empire
0291,Did,Diro_che,1769,Majo,M,1,4,104,Al segno,Selene,Female lover 2,Venice,Italy
0292,Did,Dovrei_ma,1810,Paer,M,1,2,102,AA ,Enea,Male lover 1,Paris,France
0293,Did,Fra_lo,1769,Majo,M,1,8,108,Al segno,Iarba,Male lover 2,Venice,Italy
0294,Did,Ah_non_sai,1768,Boroni,a,2,10,210,Al segno,Enea,Male lover 1,Prague,Empire
0295,Did,Povero_cor,1810,Paer,M,1,4,104,ABC,Didone,Female lover 1,Paris,France
0296,Did,Veggio_la,1768,Boroni,M,2,11,211,Al segno,Selene,Female lover 2,Prague,Empire
0297,Did,Quando_saprai,1769,Majo,M,1,10,110,AA,Enea,Male lover 1,Venice,Italy
0298,Did,A_trionfar,1768,Boroni,M,3,6,306,AA,Enea,Male lover 1,Prague,Empire
0299,Did,Rupe_esposta,1769,Majo,X,1,12,112,Al segno,Araspe,Male lover 3,Venice,Italy
0300,Did,Nel_duol,1768,Boroni,M,3,7,307,AAA,Selene,Female lover 2,Prague,Empire
0301,Did,Va_crescendo,1768,Boroni,M,3,7,307,AA,Didone,Female lover 1,Prague,Empire
0302,Did,Gia_si,1768,Boroni,M,3,11,311,AA,Araspe,Male lover 3,Prague,Empire
0303,Did,Tu_mi_disarmi,1810,Paer,M,1,9,109,ABCB,Iarba,Male lover 2,Paris,France
0304,Did,Tu_mi_disarmi,1769,Majo,M,1,14,114,ABA,Iarba,Male lover 2,Venice,Italy
0305,Did,Quanto_per,1769,Majo,X,1,15,115,AA,Didone,Female lover 1,Venice,Italy
0306,Did,Fosca_nube,1768,Boroni,M,2,7,207,Al segno,Iarba,Male lover 2,Prague,Empire
0307,Did,Diro_che,1768,Boroni,M,1,3,103,Al segno,Selene,Female lover 2,Prague,Empire
0308,Did,No_non_parti,1768,Boroni,X,2,13,213,ABA,Didone&Enea&Iarba,,Prague,Empire
0309,Did,Accoglio_regina,1810,Paer,X,1,5,105,AB,Didone&Iarba,,Paris,France
0310,Did,Placa_il,1768,Boroni,X,1,7,107,ABAB,Didone&Enea,,Prague,Empire
0311,Did,Dovrei_ma,1794,Paisiello,M,1,2,102,recit,Enea,Male lover 1,Naples,Italy
0312,Did,Passagier_che,1769,Majo,X,1,16,116,Al segno,Enea,Male lover 1,Venice,Italy
0313,Did,Se_resto,1794,Paisiello,M,2,13,213,ABA,Enea,Male lover 1,Naples,Italy
0314,Did,Diro_che,1794,Paisiello,M,1,3,113,AA,Selene,Female lover 2,Naples,Italy
0315,Did,Se_dalle,1794,Paisiello,M,1,7,107,ABCB,Araspe,Male lover 3,Naples,Italy
0316,Did,Cadra_fra,1794,Paisiello,M,2,15,215,ABA,Iarba,Male lover 2,Naples,Italy
0317,Did,Tu_mi_disarmi,1794,Paisiello,M,1,15,115,ABA,Iarba,Male lover 2,Naples,Italy
0318,Did,Pensa_che,1794,Paisiello,M,2,1,201,AB,Osmida,Antagonist,Naples,Italy
0319,Did,Son_regina,1744,Scalabrini,a,1,1,101,Da capo,Didone,Female lover 1,Hamburg,Empire
0320,Did,Quando_saprai,1794,Paisiello,M,1,9,109,ABC,Enea,Male lover 1,Naples,Italy
0321,Did,So_che,1794,Paisiello,g,2,4,204,ABA,Araspe,Male lover 3,Naples,Italy
0322,Did,Fra_lo,1744,Scalabrini,M,1,3,103,Da capo,Iarba,Male lover 2,Hamburg,Empire
0323,Did,Fra_tutte,1794,Paisiello,X,C-1,10,210,AAA,Selene,Female lover 2,Naples,Italy
0324,Did,A_trionfar,1763,Jommelli,M,3,6,306,Da capo,Enea,Male lover 1,Stuttgart,Empire
0325,Did,Vado_ma,1794,Paisiello,M,3,16,316,AAAB,Didone,Female lover 1,Naples,Italy
0326,Did,Cadra_fra,1744,Scalabrini,M,3,8,308,Da capo,Iarba,Male lover 2,Hamburg,Empire
0327,Did,Ah_non_lasciarmi,1750,Viotti,M,,,,Da capo,Didone,Female lover 1,,
0328,Did,Diro_che,1763,Jommelli,M,1,3,103,Al segno,Selene,Female lover 2,Stuttgart,Empire
0329,Did,La_caduta,1763,Jommelli,M,3,2,302,A,Iarba,Male lover 2,Stuttgart,Empire
0330,Did,Chiamami_pur,1747,Jommelli,M,2,11,211,Da capo,Iarba,Male lover 2,Rome,Italy
0331,Did,Morire_oh,1794,Paisiello,X,1,16,116,AB,Didone&Enea,,Naples,Italy
0332,Did,Non_so,1769,Majo,n,2,1,201,Al segno,Araspe,Male lover 3,Venice,Italy
0333,Did,Nel_mirar,1769,Majo,X,2,2,202,Al segno,Osmida,Antagonist,Venice,Italy
0334,Did,Quando_saprai,1744,Scalabrini,M,1,4,104,Da capo,Enea,Male lover 1,Hamburg,Empire
0335,Did,Va_crescendo,1744,Scalabrini,M,3,3,303,AB,Selene,Female lover 2,Hamburg,Empire
0336,Did,L_augelletto,1744,Scalabrini,M,3,4,304,Al segno,Araspe,Male lover 3,Hamburg,Empire
0337,Did,Diro_che,1776,Schuster,M,1,3,103,ABA,Selene,Female lover 2,Naples,Italy
0338,Did,Son_quel,1776,Schuster,M,1,7,107,ABAB,Iarba,Male lover 2,Naples,Italy
0339,Did,Se_il,1747,Jommelli,X,2,12,212,Da capo,Didone,Female lover 1,Rome,Italy
0340,Did,Veggio_la,1769,Majo,M,2,9,209,ABA,Selene,Female lover 2,Venice,Italy
0341,Did,Fosca_nube,1769,Majo,M,2,5,205,Al segno,Iarba,Male lover 2,Venice,Italy
0342,Did,Se_dalle,1776,Schuster,M,1,8,108,ABA,Araspe,Male lover 3,Naples,Italy
0343,Did,Quando_saprai,1776,Schuster,M,1,10,110,ABA,Enea,Male lover 1,Naples,Italy
0344,Did,Tu_mi_scorgi,1763,Jommelli,M,1,6,106,Al segno,Osmida,Antagonist,Stuttgart,Empire
0345,Did,Per_pieta,1769,Majo,X,2,8,208,Al segno,Enea,Male lover 1,Venice,Italy
0346,Did,Va_crescendo,1769,Majo,M,3,4,304,AA,Didone,Female lover 1,Venice,Italy
0347,Did,Tu_mi_disarmi,1776,Schuster,M,1,16,116,AA,Iarba,Male lover 2,Naples,Italy
0348,Did,Se_dalle,1763,Jommelli,M,1,8,108,Al segno,Araspe,Male lover 3,Stuttgart,Empire
0349,Did,Quando_saprai,1763,Jommelli,M,1,10,110,Al segno,Enea,Male lover 1,Stuttgart,Empire
0350,Did,Non_partir,1769,Majo,X,2,11,211,AB,"Didone,Enea&Iarba",,Venice,Italy
0351,Did,Son_regina,1726,Vinci,a,1,5,105,Da capo,Didone,Female lover 1,Rome,Italy
0352,Did,Pensa_che,1776,Schuster,M,2,1,201,AA,Osmida,Antagonist,Naples,Italy
0353,Did,Chiamami_pur,1776,Schuster,M,2,13,213,AA,Iarba,Male lover 2,Naples,Italy
0354,Did,Se_un,1776,Schuster,X,2,11,211,AA,Selene,Female lover 2,Naples,Italy
0355,Did,Voglio_che,1776,Schuster,X,2,14,214,ABA,Didone,Female lover 1,Naples,Italy
0356,Did,Son_quel,1747,Jommelli,M,2,4,204,Da capo,Iarba,Male lover 2,Rome,Italy
0357,Did,Son_quel,1763,Jommelli,M,1,13,113,Al segno,Iarba,Male lover 2,Stuttgart,Empire
0358,Did,Datre_nubi,1763,Jommelli,X,2,1,201,Al segno,Araspe,Male lover 3,Stuttgart,Empire
0359,Did,L_augelletto,1776,Schuster,M,2,5,205,ABA,Araspe,Male lover 3,Naples,Italy
0360,Did,Vorrei_disciogliere,1776,Schuster,M,3,4,304,Al segno,Araspe,Male lover 3,Naples,Italy
0361,Did,Non_ha,1726,Vinci,M,1,18,118,Da capo,Didone,Female lover 1,Rome,Italy
0362,Did,Se_resto,1726,Vinci,M,1,19,119,Da capo,Enea,Male lover 1,Rome,Italy
0363,Did,Son_regina,1780,Astarita,M,1,5,105,ABA,Didone,Female lover 1,Bratislava,Empire
0364,Did,Ah_non_lasciarmi,1780,Astarita,M,2,6,206,AAA,Didone,Female lover 1,Bratislava,Empire
0365,Did,Se_resto,1780,Astarita,M,2,15,215,ABAB,Enea,Male lover 1,Bratislava,Empire
0366,Did,Fosca_nube,1763,Jommelli,M,2,5,205,Al segno,Iarba,Male lover 2,Stuttgart,Empire
0367,Did,Ombra_cara,1776,Schuster,b,3,17,317,AA,Didone,Female lover 1,Naples,Italy
0368,Did,Quando_freme,1743,Terradellas,X,2,13,213,Da capo,Didone,Female lover 1,Rome,Italy
0369,Did,Ah_non_sai,1763,Jommelli,a,2,8,208,Al segno,Enea,Male lover 1,Stuttgart,Empire
0370,Did,Ah_non_lasciarmi_ingrato,1776,Schuster,X,1,17,117,ABCA,Didone&Enea,,Naples,Italy
0371,Did,Cadra_fra,1780,Astarita,M,3,9,309,ABA,Iarba,Male lover 2,Bratislava,Empire
0372,Did,Ogni_amator,1763,Jommelli,M,2,9,209,Al segno,Selene,Female lover 2,Stuttgart,Empire
0373,Did,Va_crescendo,1763,Jommelli,M,3,8,308,AAA,Didone,Female lover 1,Stuttgart,Empire
0374,Did,Vivi_superbo,1744,Scalabrini,M,3,1,301,Al segno,Enea,Male lover 1,Hamburg,Empire
0375,Did,Ah_non_lasciarmi,1788,Andreozzi,M,,,,AB,Didone,Female lover 1,,
0376,Did,Diro_che,1780,Astarita,M,1,3,103,ABA,Selene,Female lover 2,Bratislava,Empire
0377,Did,Dovrei_ma,1780,Astarita,M,1,2,102,ABB,Enea,Male lover 1,Bratislava,Empire
0378,Did,Son_quel,1780,Astarita,M,1,7,107,ABA,Iarba,Male lover 2,Bratislava,Empire
0379,Did,Sdegno_ingegno,1744,Scalabrini,X,1,2,102,Da capo,Osmida,Antagonist,Hamburg,Empire
0380,Did,Se_resto,1744,Scalabrini,M,1,10,110,Da capo,Enea,Male lover 1,Hamburg,Empire
0381,Did,Scherza_il,1744,Scalabrini,M,2,5,205,Al segno,Osmida,Antagonist,Hamburg,Empire
0382,Did,Infidel_ti,1763,Jommelli,X,2,11,211,ABC,"Didone,Enea&Iarba",,Stuttgart,Empire
0383,Dem,Se_tutti,1733,Caldara,M,2,6,206,Da capo,Dircea,Female lover 1,Vienna,Empire
0384,Did,Diro_che,1726,Vinci,M,1,3,103,Da capo,Enea,Male lover 1,Rome,Italy
0385,Did,Se_dalle,1780,Astarita,M,1,8,108,ABA,Araspe,Male lover 3,Bratislava,Empire
0386,Dem,Misero_pargoletto,1733,Caldara,M,3,5,305,Da capo,Timante,Male lover 1,Vienna,Empire
0387,Did,Nel_tuo,1744,Scalabrini,X,1,5,105,Da capo,Selene,Female lover 2,Hamburg,Empire
0388,Did,Grato_rende,1726,Vinci,a,1,6,106,Da capo,Osmida,Antagonist,Rome,Italy
0389,Dem,Non_dura,1733,Caldara,M,3,8,308,Da capo,Creusa,Female lover 2,Vienna,Empire
0390,Dem,Che_mai,1733,Caldara,M,3,7,307,Da capo,Dircea,Female lover 1,Vienna,Empire
0391,Dem,Odo_il,1733,Caldara,M,3,6,306,Da capo,Demofoonte,Senior ruler,Vienna,Empire
0392,Did,Tu_mi_guardi,1744,Scalabrini,X,2,3,203,Da capo,Didone,Female lover 1,Hamburg,Empire
0393,Did,Fra_lo,1726,Vinci,M,1,7,107,Da capo,Iarba,Male lover 2,Rome,Italy
0394,Did,Se_dalle,1726,Vinci,M,1,8,108,Da capo,Araspe,Male lover 3,Rome,Italy
0395,Did,Quando_saprai,1726,Vinci,M,1,10,110,Da capo,Enea,Male lover 1,Rome,Italy
0396,Did,Costanza_mio,1744,Scalabrini,X,1,6,106,Da capo,Araspe,Male lover 3,Hamburg,Empire
0397,Did,Chiamami_pur,1744,Scalabrini,M,2,12,,Da capo,Iarba,Male lover 2,Hamburg,Empire
0398,Did,Quando_saprai,1780,Astarita,M,1,10,110,ABA,Enea,Male lover 1,Bratislava,Empire
0399,Dem,La_destra,1733,Caldara,M,2,11,211,Da capo,Dircea&Timante,,Vienna,Empire
0400,Dem,Non_odi,1733,Caldara,M,3,1,301,Da capo,Adrasto,Confidant,Vienna,Empire
0401,Dem,Nel_tuo,1733,Caldara,M,3,2,302,Da capo,Cherinto,Male lover 2,Vienna,Empire
0402,Dem,Ah_che,1733,Caldara,M,3,3,303,Da capo,Matusio,Antagonist,Vienna,Empire
0403,Dem,Felice_eta,1733,Caldara,M,2,8,208,Da capo,Creusa,Female lover 2,Vienna,Empire
0404,Dem,Perfidi_gia,1733,Caldara,M,2,10,210,Da capo,Demofoonte,Senior ruler,Vienna,Empire
0405,Did,Di_quest_alma,1744,Scalabrini,X,2,9,209,Da capo,Selene,Female lover 2,Hamburg,Empire
0406,Did,Ogni_amator,1726,Vinci,M,1,11,111,Da capo,Selene,Female lover 2,Rome,Italy
0407,Dem,No_non,1733,Caldara,M,2,7,207,Da capo,Cherinto,Male lover 2,Vienna,Empire
0408,Dem,Se_ardire,1733,Caldara,M,1,13,113,Da capo,Timante,Male lover 1,Vienna,Empire
0409,Dem,Tu_sai,1733,Caldara,M,2,1,201,Da capo,Creusa,Female lover 2,Vienna,Empire
0410,Dem,Il_suo,1733,Caldara,M,1,8,108,Da capo,Cherinto,Male lover 2,Vienna,Empire
0411,Dem,Padre_perdona,1733,Caldara,M,1,12,112,Da capo,Dircea,Female lover 1,Vienna,Empire
0412,Dem,Prudente_mi,1733,Caldara,M,2,2,202,Da capo,Timante,Male lover 1,Vienna,Empire
0413,Dem,Se_tronca,1733,Caldara,M,2,3,203,Da capo,Demofoonte,Senior ruler,Vienna,Empire
0414,Did,Bel_labbro,1744,Scalabrini,X,2,7,207,Da capo,Araspe,Male lover 3,Hamburg,Empire
0415,Did,Son_quel,1726,Vinci,M,1,13,113,Da capo,Iarba,Male lover 2,Rome,Italy
0416,Did,Tu_mi_disarmi,1780,Astarita,M,1,16,116,ABAB,Iarba,Male lover 2,Bratislava,Empire
0417,Dem,In_te,1733,Caldara,M,1,2,102,Da capo,Dircea,Female lover 1,Vienna,Empire
0418,Dem,Per_lei,1733,Caldara,M,1,3,103,Da capo,Demofoonte,Senior ruler,Vienna,Empire
0419,Dem,Sperai_vicino,1733,Caldara,M,1,4,104,Da capo,Timante,Male lover 1,Vienna,Empire
0420,Dem,O_piu,1733,Caldara,M,1,1,101,Da capo,Matusio,Antagonist,Vienna,Empire
0421,Dem,Tintendo_ingrata,1733,Caldara,M,1,5,105,Da capo,Cherinto,Male lover 2,Vienna,Empire
0422,Dem,Non_curo,1733,Caldara,M,1,7,107,Da capo,Creusa,Female lover 2,Vienna,Empire
0423,Did,Su_la,1726,Vinci,M,1,14,114,Da capo,Araspe,Male lover 3,Rome,Italy
0424,Did,Leon_che,1726,Vinci,M,1,14,114,Da capo,Iarba,Male lover 2,Rome,Italy
0425,Did,Ardi_per,1726,Vinci,M,2,3,203,Da capo,Selene,Female lover 2,Rome,Italy
0426,Did,Se_vuoi,1726,Vinci,M,2,7,207,Da capo,Didone,Female lover 1,Rome,Italy
0427,Did,Vedi_nel,1726,Vinci,M,2,8,208,Da capo,Enea,Male lover 1,Rome,Italy
0428,Did,Pensa_che,1780,Astarita,M,2,1,201,AA,Osmida,Antagonist,Bratislava,Empire
0429,Did,Ah_non_sai,1780,Astarita,b,2,11,211,AA',Enea,Male lover 1,Bratislava,Empire
0430,Dem,O_piu,1735,Leo,M,1,1,101,Da capo,Matusio,Antagonist,Naples,Italy
0431,Dem,In_te,1735,Sarro,M,1,2,102,Al segno,Dircea,Female lover 1,Naples,Italy
0432,Dem,Per_lei,1735,Mancini,M,1,3,103,Al segno,Demofoonte,Senior ruler,Naples,Italy
0433,Dem,Sperai_vicino,1735,Leo,M,1,4,104,Da capo,Timante,Male lover 1,Naples,Italy
0434,Dem,Non_curo,1735,Sarro,M,1,7,107,Al segno,Creusa,Female lover 2,Naples,Italy
0435,Did,Son_questidoli,1726,Vinci,M,2,10,210,Da capo,Osmida,Antagonist,Rome,Italy
0436,Did,Va_crescendo,1780,Astarita,M,2,13,213,AA,Didone,Female lover 1,Bratislava,Empire
0437,Did,Se_un,1780,Astarita,X,2,12,212,AA,Selene,Female lover 2,Bratislava,Empire
0438,Did,Chiamami_pur,1780,Astarita,M,2,14,214,ABCA,Iarba,Male lover 2,Bratislava,Empire
0439,Did,Sono_intrepido,1726,Vinci,X,2,12,212,Da capo,Araspe,Male lover 3,Rome,Italy
0440,Did,L_augelletto,1726,Vinci,M,2,14,214,Da capo,Selene,Female lover 2,Rome,Italy
0441,Did,Chiamami_pur,1726,Vinci,M,2,17,217,Da capo,Iarba,Male lover 2,Rome,Italy
0442,Did,Non_so,1780,Astarita,b,2,4,204,ABCA,Araspe,Male lover 3,Bratislava,Empire
0443,Dem,O_piu,1775,Myslivecek,M,1,1,101,ABA,Matusio,Antagonist,Naples,Italy
0444,Dem,In_te,1775,Myslivecek,M,1,2,102,ABA,Dircea,Female lover 1,Naples,Italy
0445,Dem,Per_lei,1775,Myslivecek,M,1,3,103,ABA,Demofoonte,Senior ruler,Naples,Italy
0446,Dem,Sperai_vicino,1775,Myslivecek,M,1,4,104,ABA,Timante,Male lover 1,Naples,Italy
0447,Dem,Tintendo_ingrata,1775,Myslivecek,M,1,5,105,ABA,Cherinto,Male lover 2,Naples,Italy
0448,Dem,Non_curo,1775,Myslivecek,M,1,6,106,ABA,Creusa,Female lover 2,Naples,Italy
0449,Did,Ombra_cara,1780,Astarita,b,3,10,310,AB,Didone,Female lover 1,Bratislava,Empire
0450,Did,Prende_ardire,1726,Vinci,M,2,18,218,Da capo,Didone,Female lover 1,Rome,Italy
0451,Dem,Il_suo,1735,Leo,M,1,8,108,Da capo,Cherinto,Male lover 2,Naples,Italy
0452,Dem,Se_ardire,1735,Sarro,M,1,9,109,Al segno,Timante,Male lover 1,Naples,Italy
0453,Dem,Cangi_per,1735,Sarro,X,2,1,201,Al segno,Creusa,Female lover 2,Naples,Italy
0454,Dem,Prudente_mi,1735,Mancini,M,2,2,202,Da capo,Timante,Male lover 1,Naples,Italy
0455,Did,Vanne_a,1780,Astarita,X,3,4,304,AB,Enea,Male lover 1,Bratislava,Empire
0456,Dem,Se_tronca,1735,Leo,M,2,3,203,Da capo,Demofoonte,Senior ruler,Naples,Italy
0457,Dem,E_soccorso,1735,Mancini,M,2,4,204,Da capo,Matusio,Antagonist,Naples,Italy
0458,Dem,No_non,1735,Sarro,M,2,7,207,Da capo,Cherinto,Male lover 2,Naples,Italy
0459,Dem,Felice_eta,1735,Mancini,M,2,8,208,Da capo,Creusa,Female lover 2,Naples,Italy
0460,Dem,La_destra,1735,Leo,M,2,11,211,Da capo,Dircea&Timante,,Naples,Italy
0461,Dem,Nel_tuo,1735,Mancini,M,3,1,301,Da capo,Cherinto,Male lover 2,Naples,Italy
0462,Dem,Del_Sole,1735,Sarro,X,3,2,302,Da capo,Matusio,Antagonist,Naples,Italy
0463,Dem,O_piu,1743,Jommelli,M,1,1,101,Da capo,Matusio,Antagonist,Padova,Italy
0464,Dem,In_te,1743,Jommelli,M,1,2,102,Da capo,Dircea,Female lover 1,Padova,Italy
0465,Dem,Per_lei,1743,Jommelli,M,1,3,103,Da capo,Demofoonte,Senior ruler,Padova,Italy
0466,Dem,Padre_perdona,1775,Myslivecek,M,1,13,113,ABA,Dircea,Female lover 1,Naples,Italy
0467,Dem,Tu_sai,1775,Myslivecek,M,2,1,201,ABA,Creusa,Female lover 2,Naples,Italy
0468,Did,Parmi_dudir,1780,Astarita,X,3,5,305,ABCB,Osmida,Antagonist,Bratislava,Empire
0469,Did,Odo_il,1735,Mancini,M,3,5,305,Da capo,Demofoonte,Senior ruler,Naples,Italy
0470,Dem,Che_mai,1735,Sarro,M,3,6,306,Da capo,Dircea,Female lover 1,Naples,Italy
0471,Dem,Non_dura,1735,Leo,M,3,7,307,Da capo,Dircea,Female lover 1,Naples,Italy
0472,Did,Va_crescendo,1776,Schuster,M,3,6,306,AA',Didone,Female lover 1,Naples,Italy
0473,Did,Vedi_nel,1744,Scalabrini,M,2,4,204,Da capo,Enea,Male lover 1,Hamburg,Empire
0474,Did,Non_ha,1744,Scalabrini,M,1,9,109,Da capo,Dircea,Female lover 1,Hamburg,Empire
0475,Dem,Sperai_vicino,1743,Jommelli,M,1,4,104,Da capo,Timante,Male lover 1,Padova,Italy
0476,Dem,Non_curo,1743,Jommelli,M,1,7,107,Da capo,Creusa,Female lover 2,Padova,Italy
0477,Dem,Il_suo,1743,Jommelli,M,1,8,108,Da capo,Cherinto,Male lover 2,Padova,Italy
0478,Dem,O_piu,1734,Schiassi,M,1,1,101,Al segno,Matusio,Antagonist,Venice,Italy
0479,Dem,In_te,1734,Schiassi,M,1,2,102,Al segno,Dircea,Female lover 1,Venice,Italy
0480,Dem,Io_non,1734,Schiassi,X,1,3,103,Al segno,Adrasto,Confidant,Venice,Italy
0481,Dem,Per_lei,1734,Schiassi,M,1,3,103,Al segno,Demofoonte,Senior ruler,Venice,Italy
0482,Dem,Sperai_vicino,1734,Schiassi,M,1,4,104,Al segno,Timante,Male lover 1,Venice,Italy
0483,Dem,Alma_piu,1734,Schiassi,X,1,5,105,Al segno,Cherinto,Male lover 2,Venice,Italy
0484,Did,Va_crudele,1780,Astarita,X,1,17,117,AB,Didone&Enea,,Bratislava,Empire
0485,Did,Diro_che,,Galuppi,M,1,3,103,Al segno,Selene,Female lover 2,,
0486,Dem,Prudente_mi,1775,Myslivecek,M,2,2,202,ABA,Timante,Male lover 1,Naples,Italy
0487,Dem,E_soccorso,1775,Myslivecek,M,2,4,204,ABA,Matusio,Antagonist,Naples,Italy
0488,Did,Quando_saprai,,Galuppi,M,1,10,110,Al segno,Enea,Male lover 1,,
0489,Dem,No_non,1775,Myslivecek,M,2,7,207,ABA,Cherinto,Male lover 2,Naples,Italy
0490,Dem,Odo_il,1775,Myslivecek,M,3,6,306,ABA,Demofoonte,Senior ruler,Naples,Italy
0491,Dem,Perfidi_gia,1775,Myslivecek,M,2,9,209,ABA,Demofoonte,Senior ruler,Naples,Italy
0492,Dem,Che_mai,1775,Myslivecek,M,3,7,307,ABA,Dircea,Female lover 1,Naples,Italy
0493,Did,Ardi_per,,Galuppi,M,,,,Al segno,Selene,Female lover 2,,
0494,Dem,Non_curo,1734,Schiassi,M,1,7,107,Al segno,Creusa,Female lover 2,Venice,Italy
0495,Dem,Il_suo,1734,Schiassi,M,1,8,108,Al segno,Cherinto,Male lover 2,Venice,Italy
0496,Dem,Padre_perdona,1734,Schiassi,M,1,12,112,Da capo,Dircea,Female lover 1,Venice,Italy
0497,Dem,Son_qual,1734,Schiassi,X,1,13,113,Al segno,Timante,Male lover 1,Venice,Italy
0498,Dem,Tu_sai,1734,Schiassi,M,2,1,201,Al segno,Creusa,Female lover 2,Venice,Italy
0499,Dem,Prudente_mi,1737,Schiassi,M,2,2,202,Al segno,Timante,Male lover 1,Venice,Italy
0500,Dem,Padre_perdona,1743,Jommelli,M,1,12,112,Da capo,Dircea,Female lover 1,Padova,Italy
0501,Dem,Se_ardire,1743,Jommelli,M,1,13,113,Da capo,Timante,Male lover 1,Padova,Italy
0502,Dem,Temo_in,1743,Jommelli,B,1,13,113,Da capo,Matusio,Antagonist,Padova,Italy
