AriaId,Character,Clef1,Clef2,Clef3
0311,Enea,C-1,,
0312,Enea,C-1,,
0313,Enea,C-1,,
0314,Selene,C-1,,
0315,Araspe,C-1,,
0316,Iarba,C-1,,
0317,Iarba,C-1,,
0318,Osmida,C-1,,
0319,Didone,C-1,,
0320,Enea,C-1,,
0321,Araspe,C-1,,
0322,Iarba,C-4,,
0323,Selene,C-1,,
0324,Enea,C-1,,
0325,Didone,C-1,,
0326,Iarba,C-4,,
0327,Didone,C-1,,
0328,Selene,C-1,,
0329,Iarba,C-4,,
0330,Iarba,C-4,,
0331,Didone&Enea,C-1,C-1,
0332,Araspe,C-1,,
0333,Osmida,C-4,,
0334,Enea,C-1,,
0335,Didone,C-1,,
0336,Araspe,C-1,,
0337,Selene,C-1,,
0338,Iarba,C-4,,
0339,Didone,C-1,,
0340,Selene,C-1,,
0341,Iarba,C-4,,
0342,Araspe,C-1,,
0343,Enea,C-1,,
0344,Osmida,C-1,,
0345,Enea,C-1,,
0346,Didone,C-1,,
0347,Iarba,C-4,,
0348,Araspe,C-1,,
0349,Enea,C-1,,
0350,"Didone,Enea&Iarba",C-1,C-1,C-4
0351,Didone,C-1,,
0352,Osmida,C-1,,
0353,Iarba,C-4,,
0354,Selene,C-1,,
0355,Didone,C-1,,
0356,Iarba,C-4,,
0357,Iarba,C-4,,
0358,Araspe,C-1,,
0359,Araspe,C-1,,
0360,Araspe,C-1,,
0361,Didone,C-1,,
0362,Enea,C-4,,
0363,Didone,C-1,,
0364,Didone,C-1,,
0365,Enea,C-4,,
0366,Iarba,C-4,,
0367,Didone,C-1,,
0368,Didone,C-1,,
0369,Enea,C-1,,
0370,Didone&Enea,C-1,C-1,
0371,Iarba,F-4,,
0372,Selene,C-1,,
0373,Didone,C-1,,
0374,Enea,C-1,,
0375,Didone,C-1,,
0376,Selene,C-1,,
0377,Enea,C-1,,
0378,Iarba,F-4,,
0379,Osmida,C-3,,
0380,Enea,C-1,,
0381,Osmida,C-3,,
0382,"Didone,Enea&Iarba",C-1,C-1,C-4
0383,Dircea,C-1,,
0384,Enea,C-1,,
0385,Araspe,C-4,,
0386,Timante,C-1,,
0387,Selene,C-1,,
0388,Osmida,C-3,,
0389,Creusa,C-1,,
0390,Dircea,C-1,,
0391,Demofoonte,C-3,,
0392,Didone,C-1,,
0393,Iarba,C-3,,
0394,Araspe,C-1,,
0395,Enea,C-4,,
0396,Araspe,C-1,,
0397,Iarba,C-4,,
0398,Enea,C-1,,
0399,Dircea&Timante,C-1,C-1,
0400,Adrasto,F-4,,
0401,Cherinto,C-1,,
0402,Matusio,C-4,,
0403,Creusa,C-1,,
0404,Demofoonte,C-3,,
0405,Selene,C-1,,
0406,Selene,C-1,,
0407,Cherinto,C-1,,
0408,Timante,C-1,,
0409,Creusa,C-1,,
0410,Cherinto,C-1,,
0411,Dircea,C-1,,
0412,Timante,C-1,,
0413,Demofoonte,C-3,,
0414,Araspe,C-1,,
0415,Iarba,C-3,,
0416,Iarba,F-4,,
0417,Dircea,C-1,,
0418,Demofoonte,C-3,,
0419,Timante,C-1,,
0420,Matusio,C-4,,
0421,Cherinto,C-1,,
0422,Creusa,C-1,,
0423,Araspe,C-1,,
0424,Iarba,C-3,,
0425,Selene,C-1,,
0426,Didone,C-1,,
0427,Enea,C-4,,
0428,Osmida,C-1,,
0429,Enea,C-4,,
0430,Matusio,C-4,,
0431,Dircea,C-1,,
0432,Demofoonte,C-1,,
0433,Timante,C-1,,
0434,Creusa,C-1,,
0435,Osmida,C-1,,
0436,Didone,C-1,,
0437,Selene,C-1,,
0438,Iarba,F-4,,
0439,Araspe,C-1,,
0440,Araspe,C-1,,
0441,Iarba,C-3,,
0442,Araspe,C-4,,
0443,Matusio,C-4,,
0444,Dircea,C-1,,
0445,Demofoonte,C-4,,
0446,Timante,C-1,,
0447,Cherinto,C-1,,
0448,Creusa,C-1,,
0449,Didone,C-1,,
0450,Didone,C-1,,
0451,Cherinto,C-1,,
0452,Timante,C-1,,
0453,Creusa,C-1,,
0454,Timante,C-1,,
0455,Enea,C-4,,
0456,Demofoonte,C-1,,
0457,Matusio,C-4,,
0458,Cherinto,C-1,,
0459,Creusa,C-1,,
0460,Dircea&Timante,C-1,C-1,
0461,Cherinto,C-1,,
0462,Matusio,C-4,,
0463,Matusio,C-3,,
0464,Dircea,C-1,,
0465,Demofoonte,C-4,,
0466,Dircea,C-1,,
0467,Creusa,C-1,,
0468,Osmida,C-1,,
0469,Demofoonte,C-1,,
0470,Dircea,C-1,,
0471,Dircea,C-1,,
0472,Didone,C-1,,
0473,Enea,C-1,,
0474,Didone,C-1,,
0475,Timante,C-1,,
0476,Creusa,C-1,,
0477,Cherinto,C-1,,
0478,Matusio,C-3,,
0479,Dircea,C-1,,
0480,Adrasto,C-1,,
0481,Demofoonte,C-4,,
0482,Timante,C-3,,
0483,Cherinto,C-1,,
0484,Didone&Enea,C-1,C-1,
0485,Selene,C-1,,
0486,Timante,C-1,,
0487,Matusio,C-4,,
0488,Enea,C-1,,
0489,Cherinto,C-1,,
0490,Demofoonte,C-4,,
0491,Demofoonte,C-4,,
0492,Dircea,C-1,,
0493,Selene,C-1,,
0494,Creusa,C-3,,
0495,Cherinto,C-1,,
0496,Dircea,C-1,,
0497,Timante,C-3,,
0498,Creusa,C-3,,
0499,Timante,C-3,,
0500,Dircea,C-1,,
0501,Timante,C-1,,
0502,Matusio,C-1,,
0503,Demofoonte,C-4,,
0504,Matusio,C-3,,
0505,Adrasto,C-1,,
0506,Didone,C-1,,
0507,Timante,C-1,,
0508,Demofoonte,C-4,,
0509,Cherinto,C-1,,
0510,Timante,C-1,,
0511,Dircea&Timante,C-1,C-1,
0512,Dircea,C-1,,
0513,Cherinto,C-1,,
0514,Creusa,C-3,,
0515,Iarba,C-4,,
0516,Iarba,C-4,,
0517,Matusio,C-4,,
0518,Dircea,C-1,,
0519,Demofoonte,C-4,,
0520,Timante,C-1,,
0521,Cherinto,C-1,,
0522,Creusa,C-1,,
0523,Cherinto,C-1,,
0524,Dircea,C-1,,
0525,Timante,C-1,,
0526,Creusa,C-1,,
0527,Timante,C-1,,
0528,Matusio,C-4,,
0529,Cherinto,C-1,,
0530,Demofoonte,C-4,,
0531,Dircea&Timante,C-1,C-1,
0532,Adrasto,C-1,,
0533,Cherinto,C-1,,
0534,Matusio,C-4,,
0535,Demofoonte,C-4,,
0536,Dircea,C-1,,
0537,Creusa,C-1,,
0538,Creusa,C-1,,
0539,Demofoonte,C-4,,
0540,Matusio,C-3,,
0541,Dircea,C-1,,
0542,Timante,C-1,,
0543,Dircea&Timante,C-1,C-1,
0544,Timante,C-1,,
0545,Cherinto,C-1,,
0546,Matusio,C-4,,
0547,Demofoonte,C-4,,
0548,Dircea,C-1,,
0549,"Dircea,Timante&Demofoonte",C-1,C-3,C-4
0550,Adrasto,C-1,,
0551,Cherinto,C-1,,
0552,Timante,C-3,,
0553,Demofoonte,C-4,,
0554,Dircea,C-1,,
0555,Creusa,C-3,,
0556,Creusa,C-1,,
0557,Demofoonte,C-4,,
0558,Creusa,C-3,,
0559,Demofoonte,C-4,,
0560,Adrasto,C-3,,
0561,Matusio,C-4,,
0562,Dircea,C-1,,
0563,Demofoonte,C-4,,
0564,Timante,C-1,,
0565,Creusa,C-1,,
0566,Cherinto,C-3,,
0567,Dircea,C-1,,
0568,Timante,C-1,,
0569,Creusa,C-1,,
0570,Timante,C-1,,
0571,Demofoonte,C-4,,
0572,Cherinto,C-3,,
0573,Creusa,C-1,,
0574,Demofoonte,C-4,,
0575,Dircea&Timante,C-1,C-1,
0576,Adrasto,C-1,,
0577,Cherinto,C-3,,
0578,Demofoonte,C-4,,
0579,Dircea,C-1,,
0580,Cherinto,C-4,,
0581,Matusio,C-4,,
0582,Cherinto,C-4,,
0583,Matusio,C-4,,
0584,Dircea,C-1,,
0585,Demofoonte,C-4,,
0586,Timante,C-1,,
0587,Cherinto,C-3,,
0588,Creusa,C-1,,
0589,Cherinto,C-3,,
0590,Dircea,C-1,,
0591,Creusa,C-1,,
0592,Timante,C-1,,
0593,Demofoonte,C-4,,
0594,Matusio,C-4,,
0595,Dircea,C-1,,
0596,Cherinto,C-3,,
0597,Creusa,C-1,,
0598,Matusio,C-4,,
0599,Timante,C-1,,
0600,Dircea,C-1,,
0601,Cherinto,C-3,,
0602,Creusa,C-1,,
0603,Adrasto,C-1,,
0604,Demofoonte,C-4,,
0605,Timante,C-1,,
0606,Dircea&Timante,C-1,C-1,
0607,Adrasto,C-1,,
0608,Demofoonte,C-4,,
0609,Dircea,C-1,,
0610,Creusa,C-1,,
0611,Cherinto,C-1,,
0612,Demofoonte,C-4,,
0613,Matusio,C-4,,
0614,Dircea,C-1,,
0615,Demofoonte,C-4,,
0616,Timante,C-1,,
0617,Cherinto,C-1,,
0618,Creusa,C-1,,
0619,Cherinto,C-1,,
0620,Timante,C-1,,
0621,Dircea,C-1,,
0622,Timante,C-1,,
0623,Demofoonte,C-4,,
0624,Matusio,C-4,,
0625,"Dircea,Timante",C-1,C-1,
0626,Dircea,C-1,,
0627,Cherinto,C-1,,
0628a,Creusa,C-1,,
0628b,Creusa,C-1,,
0629,Demofoonte,C-4,,
0630,Adrasto,C-1,,
0631,Cherinto,C-1,,
0632,Matusio,C-4,,
0633,Creusa,C-1,,
0634,Dircea,C-1,,
0635,Gandarte,C-4,,
0636,Poro,C-1,,
0637,Alessandro,C-1,,
0638,Erissena,C-1,,
0639,Timagene,C-3,,
0640,Poro,C-1,,
0641,Cleofide,C-1,,
0642,Poro,C-1,,
0643,Erissena,C-1,,
0644,Gandarte,C-4,,
0645,Alessandro,C-1,,
0646,"Cleofide,Poro",C-1,C-1,
0647,Erissena,C-1,,
0648,Poro,C-1,,
0649,Alessandro,C-1,,
0650,Cleofide,C-1,,
0651,Poro,C-1,,
0652,Timagene,C-3,,
0653,Alessandro,C-1,,
0654,"Cleofide,Poro",C-1,,
0655,Gandarte,C-4,,
0656,Erissena,C-1,,
0657,Poro,C-1,,
0658,Cleofide,C-1,,
0659,Erissena,C-1,,
0660,Alessandro,C-1,,
0661,Poro,C-1,,
0662,Gandarte,C-4,,
0663,Erissena,C-1,,
0664,Cleofide,C-1,,
0665,Selene,C-1,,
0666,Enea,C-1,,
0667,Selene,C-1,,
0668,Gandarte,C-1,,
0669,Poro,C-1,,
0670,Alessandro,C-1,,
0671,Erissena,C-1,,
0672,Timagene,C-1,,
0673,Poro,C-1,,
0674,Cleofide,C-1,,
0675,Poro,C-1,,
0676,Gandarte,C-1,,
0677,Alessandro,C-4,,
0678,"Cleofide,Poro",C-1,C-1,
0679,Gandarte,C-1,,
0680,Erissena,C-3,,
0681,Alessandro,C-4,,
0682,Cleofide,C-1,,
0683,Poro,C-1,,
0684,Osmida,C-4,,
0685,Iarba,C-4,,
0686,Araspe,C-3,,
0687,Iarba,C-4,,
0688,Osmida,C-4,,
0689,Selene,C-1,,
0690,Poro,C-1,,
0691,Alessandro,C-4,,
0692,Erissena,C-1,,
0693,Timagene,C-1,,
0694,Poro,C-1,,
0695,Cleofide,C-1,,
0696,Gandarte,C-4,,
0697,"Cleofide,Poro",C-1,C-1,
0698,Poro,C-1,,
0699,Gandarte,C-4,,
0700,Alessandro,C-4,,
0701,Cleofide,C-1,,
0702,Cleofide,C-1,,
0703,Alessandro,C-4,,
0704,Timagene,C-1,,
0705,Poro,C-1,,
0706,Gandarte,C-1,,
0707,Erissena,C-3,,
0708,Cleofide,C-1,,
0709,Cleofide,C-1,,
0710,Poro,C-1,,
0711,Alessandro,C-4,,
0712,Cleofide,C-1,,
0713,Gandarte,C-4,,
0714,Erissena,C-1,,
0715,Cleofide,C-1,,
0716,Timagene,C-1,,
0717,Poro,C-1,,
0718,Erissena,C-1,,
0719,Alessandro,C-4,,
0720,Cleofide,C-1,,
0721,Poro,C-3,,
0722,Alessandro,C-3,,
0723,Erissena,C-1,,
0724,Timagene,C-3,,
0725,Poro,C-3,,
0726,Cleofide,C-1,,
0727,Poro,C-3,,
0728,Cleofide,C-1,,
0729,Gandarte,C-1,,
0730,Alessandro,C-3,,
0731,"Cleofide,Poro",C-1,C-3,
0732,Gandarte,C-1,,
0733,Poro,C-3,,
0734,Alessandro,C-3,,
0735,Cleofide,C-1,,
0736,Timagene,C-3,,
0737,Alessandro,C-3,,
0738,Gandarte,C-1,,
0739,Erissena,C-1,,
0740,Cleofide,C-1,,
0741,Gandarte,C-1,,
0742,Cleofide,C-1,,
0743,Erissena,C-1,,
0744,Alessandro,C-3,,
0745,Timagene,C-3,,
0746,Poro,C-3,,
0747,Cleofide,C-1,,
0748,Poro,C-1,,
0749,Alessandro,C-4,,
0750,Erissena,C-1,,
0751,Timagene,C-4,,
0752,Poro,C-1,,
0753,Cleofide,C-1,,
0754,Gandarte,C-1,,
0755,"Cleofide,Poro",C-1,C-1,
0756,Gandarte,C-1,,
0757,Erissena,C-1,,
0758,Cleofide,C-1,,
0759,Poro,C-1,,
0760,Alessandro,C-4,,
0761,Cleofide,C-1,,
0762,Alessandro,C-4,,
0763,Poro,C-1,,
0764,Gandarte,C-1,,
0765,Erissena,C-1,,
0766,Cleofide,C-1,,
0767,Enea,C-1,,
0768,Araspe,C-3,,
0769,Iarba,C-4,,
0770,Enea,C-1,,
0771,Enea,C-1,,
0772,Didone,C-1,,
0773,Didone,C-1,,
0774,Didone,C-1,,
0775,Matusio,C-4,,
0776,Dircea,C-1,,
0777,Demofoonte,C-4,,
0778,Adrasto,C-3,,
0779,Timante,C-1,,
0780,Cherinto,C-1,,
0781,Creusa,C-1,,
0782,Cherinto,C-1,,
0783,Dircea,C-1,,
0784,Timante,C-1,,
0785,Timante,C-1,,
0786,Demofoonte,C-4,,
0787,Matusio,C-4,,
0788,Cherinto,C-1,,
0789,Creusa,C-1,,
0790,Demofoonte,C-4,,
0791,"Dircea,Timante",C-1,C-1,
0792,Adrasto,C-3,,
0793,Cherinto,C-1,,
0794,Matusio,C-4,,
0795,Demofoonte,C-4,,
0796,Dircea,C-1,,
0797,Creusa,C-1,,
0798,Didone,C-1,,
0799,Gandarte,C-3,,
0800,Cleofide,C-1,,
0801,Alessandro,C-4,,
0802,Cleofide,C-1,,
0803,Timagene,C-1,,
0804,Cleofide,C-1,,
0805,Alessandro,C-4,,
0806,Gandarte,C-3,,
0807,Poro,C-1,,
0808,Cherinto,C-1,,
0809,Didone,C-1,,
0810,Selene,C-1,,
0811,Poro,C-1,,
0812,Alessandro,C-4,,
0813,Erissena,C-1,,
0814,Poro,C-1,,
0815,Cleofide,C-1,,
0816,Gandarte,C-1,,
0817,"Cleofide,Poro",C-1,C-1,
0818,Erissena,C-1,,
0819,Alessandro,C-4,,
0820,Cleofide,C-1,,
0821,Poro,C-1,,
0822,Timagene,C-3,,
0823,Gandarte,C-1,,
0824,Alessandro,C-4,,
0825,Cleofide,C-1,,
0826,Cleofide,C-1,,
